,Clue,Answer,Explanation
8909,Expand very large element (6),OSMIUM,"Definition: element
OS (outsize) is the chemical symbol of the element Osmium, so it’s “expanded” to give the full name"
8910,"In poem, “maid” is “girl” (4)",EMMA,"Definition: girl
Hidden in poEM MAid"
8911,"After a liaison’s end, woman’s heartache (6)",ANGINA,"Definition: heartache
A + [liaiso]N + GINA"
8912,Person stealing beer wants second drink (8),PILLAGER,"Definition: Person stealing
PILS less (“wanting”) S + LAGER"
8913,Split from sexually open-minded faction (6),BISECT,"Definition: Split
BI[-sexual] SECT"
8914,"Feature of some wines, eight swallowed in bar (5,3)",SCREW TOP,"Definition: Feature of some wines
CREW (as in a rowing eight) in STOP (to bar)"
8915,"Tot learning it, one getting potty? (6-8)",TOILET-TRAINING,"Definition: Tot learning it, one getting potty
Anagram of TOT LEARNING IT + I (one), &lit"
8916,Great structure broadcaster’s right to include in romp (10),SKYSCRAPER,"Definition: Great structure
SKY’S (Sky TV etc) + R in CAPER"
8917,Mogul’s capital of precious metal with Russia’s banks (4),AGRA,"Definition: Mogul’s capital
AG (silver, precious metal) + R[ussi]A. Agra (formerly Akbarabād) was capital of the Mogul (or Mughal) empire for various periods in the 16th and 17th centuries"
8918,Assist with half of letters? (4),ABET,"Definition: Assist
Half of alphABET"
8919,One like Napoleon artist gets to pose (10),STRATEGIST,"Definition: One like Napoleon
(ARTIST GETS)*"
8920,"Danger’s kept for one key war yarn (3,5,6)",THE GREAT ESCAPE,"Definition: war yarn
E.G. (“for one”) in THREAT + ESCAPE (key on computer keyboard)"
8921,"Sue‘s books, one with a scandalous ending (8)",LITIGATE,"Definition: Sue
LIT. (literature, books) + I + GATE (all-purpose suffix for a scandal, from Watergate)"
8922,"Like film-maker’s second try to knock out western (4,2)",TAKE TO,"Definition: Like
TAKE TWO less W, with a nicely inconspicuous definition"
8923,Why outspoken opportunist’s put before court (8),CHANCERY,"Definition: court
CHANCER + Y (homophone of “why”)"
8924,Way a family member shows inactivity (6),STASIS,"Definition: inactivity
ST + A SIS[ter]"
8925,Group‘s chiastic rhyme scheme (4),ABBA,"Definition: Group
Double definition. Chiastic means “like a cross” (from the Greek letter chi), and its noun form chiasmus can mean the ABBA rhyme scheme (though I would have thought it would be more logical for it to mean ABAB)"
8926,Rabbit seen twice somewhere in France (7),GASCONY,"Definition: somewhere in France
GAS (slang for “talk”, as is “rabbit”) + CONY (an actual live rabbit)"
8927,Drink to fortify for embellish­ment (8),NECKLACE,"Drink to fortify for embellish­ment (8)
NECK (to drink) + LACE (fortify, e.g. a drink)"
8928,Mostly tinned pulp caterer put away (11),INCARCERATE,"Definition: put away
IN CA[n] (most of “tinned”) + CATERER*"
8929,False information by great German chemist (6),LIEBIG,"Definition: German chemist
LIE + BIG. Perhaps not the best-known of names, but Liebig is know as the founder of organic chemistry, among other achievements, and the clueing is clear"
8930,Motioning to leave EU? This is very revealing (1-6),G-STRING,"Definition: This is very revealing
GESTURING less E and U"
8931,Awful ruling blocked by leading revolutionary (9),REPUGNANT,"Definition: Awful
Reverse of UP (leading) in REGNANT (ruling)"
8932,MC Hammer set to star without old lady (11),TOASTMASTER,"Definition: MC
MA (mother, old lady) in (SET TO STAR)*"
8933,"Poseur swots up about literary work (5,4)",SMART ALEC,"Definition: Poseur
TALE in reverse of CRAMS"
8934,Liking what a songwriter may do (8),PENCHANT,"Definition: Liking
The songwriter may PEN a CHANT"
8935,20 lady‘s plump for a queen giving a twirl (7),ELECTRA,"Definition: 20 lady
ELECT (to plump for) + reverse of (A R)"
8936,Wow! Current ruler drops ecstasy (7),IMPRESS,"Definition: Wow
I (symbol for electric current) + [E]MPRESS"
8937,Mail penned by jerk is depressing (6),TRAGIC,"Definition: depressing
RAG (newspaper, e.g. the *Daily Mail* – other rags are available) in TIC (an involuntary jerk)"
8938,M&S clothing very large for fashion star (4),MOSS,"Definition: fashion star
OS (very large) in MS, giving the model Kate Moss"
8939,"Double-decker? Modified bus taking family round: daughter, wife and one child (12, 2 words)",CLUB SANDWICH,"Definition: Double-decker
BUS* in CLAN + W 1 CH. The -wich ending was obvious, leading me quickly to the answer; it only seems to occur in place-names (e.g. Norwich; also as -wick) and words derived from them"
8940,Tree yielding fruit he regularly cropped (6),CERRIS,"Definition: Tree
CHERRIES less, separately, H and E – a similar construction is used in 22a"
8941,"Urchin, age obscured in toughened skin (6, 2 words)",SEA EGG,"Definition: Urchin
AGE* in SEG (dialect word for a callus)"
8942,Launch hit like a rabbit punch (6),NUCHAL,"Definition: like a rabbit punch
LAUNCH* – nuchal is the adjectival form of nucha, meaning the nape of the neck, where a rabbit punch might be delivered"
8943,Confined to clinic? I provide antibiotic (5),CIPRO,"Definition: antibiotic
Hidden in cliniC I PROvide"
8944,Pioneering gardener losing trade in short supply (5),SCANT,"Definition: in short supply
[TRADE]SCANT (John Tradescant the Elder, after whom the plant genus Tradescantia is named)"
8945,"Tea at Claridge’s, varied? Digest this possibly (8, 3 words)",A LA CARTE,"Definition: this
Composite anagram – (TEA AT CLARIDGE’S)*= DIGEST A LA CARTE, with a bit of &littery in the definition"
8946,Inferior NFL team cancel (5),SCRUB,"Definition: Inferior NFL team
Double definition: the first is “a team of inferior players..”, though not necessarily in American Football, so this surely needs a “maybe” to avoid a definition-by-example"
8947,"Marie’s head a judicial warrant cut, for the mob? (5)",MAFIA,"Definition: the mob
M[arie] + A FIA[t]"
8948,Those entering society releasing 50% in advance payments (5),ANTES,"Definition: advance payments
DEBUTANTES (who are, or were, “entering society”)"
8949,Ancient tower Open University unearthed in pieces from town (5),BROGH,"Definition: Ancient tower
BOROUGH less OU separately or “in pieces”. See also 9a"
8950,"Like archetypal copper, not even interrupting screamer (8)",PLODDING,"Definition: Like archetypal copper
ODD in PLING (an exclamation mark, aka “screamer”)"
8951,Language institute attended by stupid taking in nothing (5),IDIOM,"Definition: Language
I[nstitute] + O in DIM"
8952,"The Seeds of Man, penned by Prosper Mérimée (5)",SPERM,"Definition: The Seeds of Man
Hidden in proSPER Merimée"
8953,"Esmeralda, say, number one in girly sex appeal – stories will follow (6)",GITANA,"Definition: Esmeralda, say
G[irly] + IT (sex appeal) + ANA (stories). Presumably a reference to Esmerelda in *The Hunchback of Notre-Dame*, though she was kidnapped by gypsies rather than being born one"
8954,"Give a big boost to arrogant whelp? Sounds like it (6, 2 words)",HYPE UP,"Definition: Give a big boost to
Homophone of “high pup”"
8955,"Old dotard pair, full of affection (6)",PLOVER,"Definition: Old dotard
LOVE in PR"
8956,"Matthew, for one, got all flustered on the Paris commuter service (12)",TOLL-GATHERER,"Definition: Matthew, for one
(GOT ALL)* + THE + RER (the Parisian railway network Réseau Express Régional – as the rubric says, this abbreviation is not in Chambers. The disciple Matthew is described as a “publican”, meaning a tax-gatherer"
8957,"Asian marsupial, stubborn creature copper captured (6)",CUSCUS,"Definition: Asian marsupial
CU in CUSS"
8958,Some Angolan cash wife put into floral festoon (4),LWEI,"Definition: Some Angolan cash
W in LEI – a former subdivision of the Angolan kwanza"
8959,"Evidence of overindulgence in the pub, though involving former step up (7, 2 words)",BEER GUT,"Definition: Evidence of overindulgence in the pub
Reverse of GREE (step) in BUT"
8960,"Endless dispute, endless concupiscence – bad news for the fishing industry (7)",ARGULUS,"Definition: bad news for the fishing industry
ARGU[E] + LUS[T] – a destructive fish louse"
8961,Assassination in Japan might be seen to involve one (5),NINJA,"Definition: Assassination in Japan might be seen to involve one
Hidden in assassinatioN IN JApan, &lit"
8962,Sorcery making one snigger audibly? (5),WICCA,"Definition: Sorcery
Homophone of “whicker” (meaning to snigger) – not of “wicker”, as I initially tried in vain to justify. Anyone whose speech is Rhotic, or does not have the Whine-Wine Merger, might complain, but in the Slip for the recent Spoonerisms puzzle, Azed said “RP needs to be the norm throughout, I think.”"
8963,"Hush money, thanks you get in form of cash (8)",CHANTAGE,"Definition: Hush money
TA in CHANGE"
8964,Rope leading horse that’s increasingly lame? (6),HALTER,"Definition: Rope leading horse
Double definition: for the second, as in “the halt and the lame”"
8965,"Scot’s drunk, an alcoholic tipple endlessly imbibed in town? (10)",CAPERNOITY,"Definition: Scot’s drunk
A PERNO[D] in CITY. I was pleased to find this was correct after working it out from the wordplay (and a few crossing letters)"
8966,Star group unrestrainedly enveloped in applause (10),CHARIOTEER,"Definition: Star group
ARIOT in CHEER"
8967,"Coals lit, noise inside brazier (8)",SCALDINO,"Definition: brazier
DIN in COALS*"
8968,It’s very warm below prayer wall for this variety of spurge (7),MANIHOT,"Definition: variety of spurge
MANI (a prayer wall in Tibetan Buddhism) + HOT"
8969,Strong snuff for female not naturally cool? (7),FRAPPEE,"Definition: not naturally cool
F + RAPPEE (strong snuff)"
8970,Sort of plug to work inside skewer (6),SPIGOT,"Definition: Sort of plug
GO in SPIT"
8971,"Meat, a picnic requirement? (6)",HAMPER,"Definition: picnic requirement
HAM (meat) + PER (“a”as in “twice a/per week”)"
8972,"Figaro, say, one captivated by attractive girl (5)",DO-ALL,"Definition: Figaro, say
A in DOLL. A literal translation of “factotum”, as Figaro is in *The Barber of Seville*, and the famous aria"
8973,Atila’s accountable for destruction of this Bible version (5),ITALA,"Definition: Bible version
ATILA* – this rang a bell, and it turns out to be a bit of an Azed favourite: I found four previous occurrences of it as an answer in the archives. No doubt its vowels make it a useful grid-filler"
8974,Ophelia’s tears maiden’s shown in repentance? (4),RUME,"Definition: Ophelia’s tears
M in RUE – Shakespearean form of “rheum”, so as might be used by Ophelia in *Hamlet* (though it doesn’t actually occur in the text, as far as I can see)"
8975,Sort of cups found in auctions? (7),SADDLES,"Sort of cups found in auctions? (7)
DD (bra size, cups) in SALES"
8976,"In the morning, Emma’s left in plane (6)",JACKET,"In the morning, Emma’s left in plane (6)
ACK EMMA (military slang for a.m.) less EMMA, in JET"
8977,Start of Eton’s PE teaching (5),ONSET,"Definition: Start
Hidden in (“of”) etONS [P]E Teaching"
8978,Running second out of seven runs (9),ENVELOPES,"Running second out of seven runs (9)
Anagram of SEVEN with the S “run out”, + LOPES (runs)"
8979,Turtle country (7),TERRAIN,"Turtle country (7)
TERRA[P]IN"
8980,American wearing new chinos (8),CUSHIONS,"American wearing new chinos (8)
US in CHINOS* – are any cushions *not* padded?"
8981,"Cans food (6,5)",TOILET SEATS,"Cans food (6,5)
TOILETS (cans) + EATS"
8982,"Chaste organ playing (4,7)",COAT HANGERS,"Chaste organ playing (4,7)
(CHASTE ORGAN)*"
8983,iPad’s mobile platform (4),DAIS,"Definition: platform
Anagram of I[P]ADS"
8984,Young female given a clue by a place Paul wrote to (7),GALATIA,"Definition: place Paul wrote to
GAL + A TI[P] + A – as in St Paul’s Epistle to the Galatians"
8985,"Drive off after permission to leave fish in the sea (6,3)",CONGER EEL,"Definition: fish in the sea
CONGÉ (permission to leave) + RE[P]EL (to drive off)"
8986,"Very happy journalist, after eating dish (6)",ELATED,"Definition: Very happy
[P]LATE in ED"
8987,Pirate had not started out wearing a crown (7),TIARAED,"Definition: wearing a crown
Anagram (“out”) of [P]IRATE + [h]AD (not started)"
8988,Goes across small river (6),SHORTS,"Goes across small river (6)
R (small river) in SHOTS (attempts, goes)"
8989,Purge to get rid of father? (6),DESIRE,"Definition: urge
To get rid of a father might be to DE-SIRE"
8990,"Give permission, please (3)",LET,"Definition: Give permission
Double definition ([P]LEASE being the second)"
8991,Back pass? (5),STERN,"Definition: Back
Double definition (just about)"
8992,Turpin’s 11 when young? Not half! (4),JUVE,"Definition: Tur
JUVE[nile]. Juve is slang for the football team Juventus, based in Turin. The “11″ refers to the size of the team and is not a cross-reference to “terrain”"
8993,Instrument not originally orchestral (4),CELL,"Instrument not originally orchestral (4)
CELLO less O[rchestral]"
8994,"Championing of stewed apples, when touring round America (8)",ESPOUSAL,"Definition: Championing
O (round) US in anagram of APPLES less one of its Ps"
8995,Split from carpenter into sadomasochism (6),SCHISM,"Definition: Split
CHI[P]S (slang for a carpenter) in SM"
8996,"Headingley, primarily a place for playing cricket (5)",AITCH,"Definition: Headingley, primarily
A [P]ITCH"
8997,Discussed plot for outdoor event (4),FETE,"Definition: outdoor event
Homophone of “fate” = [p]lot"
8998,"Regularly swims with friend, a Mexican rope-maker (5)",SISAL,"Definition: a Mexican rope-maker
Alternate letters of SwImS + [P]AL"
8999,"Tart in a photo, arrested by policemen? On the contrary (6)",ACIDIC,"Definition: Tart
CID in A [P]IC"
9000,President of a country? (8),NATIONAL,"Definition: resident
A double definition (resident/of a country), though again the two definitions are almost the same"
9001,Players plan to lose a stone (6),STRATA,"Definition: layers
STRATAGEM less GEM"
9002,(See instructions),PADDED,"*(See instructions)*
*(theme answer)*"
9003,Farmer with time for a little sex (5),GILET,"Farmer with time for a little sex (5)
GILES (stereotypical farmer) with S[ex] changed to T"
9004,Somewhat flat 7up (4),VEST,"Somewhat flat 7up (4)
Hidden in reverse of flaT SEVen"
9005,Chair a committee (9),HEADBOARD,"Chair a committee (9)
HEAD (to chair) + BOARD (committee)"
9006,Artist turned up in saloon? (3),BRA,"Artist turned up in saloon? (3)
BAR (saloon) with the RA reversed"
9007,"The French story about working much less (3,5)",LET ALONE,"Definition: much less
LE + ON (working) in TALE"
9008,"2 great in coat, did you say? (6)",PARKER,"Definition: 2 great
A homophone of “parka” for the first of the JAZZ greats, the saxophonist Charlie Parker"
9009,2 great understands sounds (4),GETZ,"Definition: 2 great
Another homophone, of “gets” (understands), for Stan Getz, another saxophonist"
9010,"2 great calls bird for Spooner? (5,5)",MILES DAVIS,"Definition: 2 great
Spoonerism of “dials mavis”, mavis being another name for the song thrush"
9011,Fuse blown at centre of bulb — that’s handy (6),USEFUL,"Definition: handy
FUSE* in [b]UL[b]"
9012,"No stomach for chase, vegans sabotaged hunt (8)",SCAVENGE,"Definition: hunt
Anagram of C[has]E + VEGANS"
9013,Spot something warmer then? (6),NOTICE,"Definition: Spot
Something warmer could be NOT ICE"
9014,Labour leader wearing retro styles rarely (6),SELDOM,"Definition: rarely
L[abour] in reverse of MODES"
9015,"2 great, tall climbing plant for Spooner? (5,3)",PEGGY LEE,"Definition: 2 great
We don’t often see two spoonerisms in a puzzle: this one is of “leggy pea”, Peggy Lee’s real name was Norma Deloris Egstrom"
9016,"2 great into jamming, usually (6)",MINGUS,"Definition: 2 great
Hidden in jamMING Usually – Charlie Mingus, bassist and pianist"
9017,Those blowing hot and cold in Scottish town right to invade Outer Hebrides (10),HAIRDRIERS,"Definition: Those blowing hot and cold
AIRDRIE + R in the outer letters of HebrideS"
9018,"Submissive man evidently embarrassing kids, initially (4)",MEEK,"Definition: Submissive
Initial letters of Man Evidently Embarrassing Kids"
9019,Sheep almost swallowing large falcon (6),MERLIN,"Definition: falcon
L in MERIN[o]"
9020,"Mug with method, his work instrumental? (8)",STEINWAY,"Definition: his work instrumental
STEIN (beer mug) + WAY for the famous manufacturer of pianos – as played by some of the “2 greats”"
9021,2 great continues to fade? (8),PETERSON,"Definition: 2 great
PETERS ON – Oscar Peterson, Canadian pianist"
9022,Stuff and nonsense noted? (4),JAZZ,"Definition: Stuff
Two non-musical definitions of jazz from Chambers: “to have sexual intercourse (with)”, which is also a slang meaning of “stuff”; and “insincere or lying talk, nonsense (slang, esp. US)”, with “noted” to hint at the musical meaning. *Or maybe the “stuff” is, more innocently, as in “all that jazz”.*"
9023,"Stiff examination encapsulating misery primarily, fellow gets over it (6)",FORMAL,"Definition: Stiff
F + M[isery] in ORAL. This reminds me of the famous cryptic definition “A stiff examination” for POST MORTEM"
9024,"Deserter, say, beneath a river (8)",APOSTATE,"Definition: Deserter
A PO (river) STATE (say)"
9025,"A dictator finally gone mad, end of world catastrophically? (10)",ARMAGEDDON,"Definition: end of world catastrophically
A + [dictato]R + anagram of (GONE MAD [worl]D), with some overlap of wordplay and definition (or maybe an &lit, though I don’t think it really works as one)"
9026,Inject 2 with energy using a needle (6),SEWING,"Definition: using a needle
E in SWING (jazz, perhaps a little loosely)"
9027,"Over the way, priest welcoming new recruit (6)",ENLIST,"Definition: recruit
N in ELI (priest in the book of Samuel) + ST"
9028,"Character last seen breaking into improvisation of rag, lifted 2 great (10)",FITZGERALD,"Definition: 2 great
Z (“character last”) in (RAG LIFTED)* – singer Ella Fitzgerald"
9029,"Horse galloped over line finally, to see 2 great (8)",COLTRANE,"Definition: 2 great
COLT + RAN + [lin]E. John Coltrane, another sax man"
9030,"Flower given to head of promotions in Barking, IT director onto it? (5,3)",MOUSE PAD,"Definition: IT director onto it
OUSE (river, “flower”) + P in MAD (barking). A computer mouse might be described as an “IT director”"
9031,Holiday bay (6),RECESS,"Definition: Holiday
Double definition"
9032,"European title ending for rival, tough finish! (6)",ENAMEL,"Definition: tough finish
E + NAME + [riva]L"
9033,"Taken in the wrong direction, one sliding down the motorway? (6)",MISLED,"Definition: Taken in the wrong direction
M1 SLED"
9034,2 great in prayer (4),MONK,"Definition: 2 great
Double definition, the second to be read as pray-er, and we end the jazz greats with Thelonious Monk"
9035,"Get ready, while attracting lots of viewers (5,4)",PRIME TIME,"Definition: attracting lots of viewers
PRIME (get [something] ready) + TIME (while)"
9036,Pilgrimage of posh bloke ends in Andhra Pradesh (5),UMRAH,"Definition: Pilgrimage
U + MR + last letters of andhrA pradesH – a Muslim pilgrimage to Mecca"
9037,"Pretend one’s cool, entering declining years (7)",IMAGINE,"Definition: Pretend
I’M (one’s) + IN (cool, fashionable) in AGE"
9038,Helping discontented barista around coffee counter (7),ABETTAL,"Definition: Helping
B[arist]A reversed (around) + :LATTE reversed (counter)"
9039,Time to abandon cabs for Central line (4),AXIS,"Definition: Central line
[T]AXIS"
9040,Quite attractive guards finally stop all disruptive conduct (10),COMPLETELY,"Definition: Quite
Last letters of stoP alL disruptivE conducT in COMELY"
9041,"Short, slight Arab surrounded by water (7)",INSULAR,"Definition: surrounded by water
Shortened INSUL[T] + AR[ab]"
9042,Put up with some alterations to machines (7),STOMACH,"Definition: Put up with
Hidden in alterationS TO MACHines"
9043,Raving angrily? It’s cause of hoarseness (10),LARYNGITIS,"Definition: cause of hoarseness
(ANGRILY IT’S)*"
9044,Women going into loft backwards to make deliveries (4),BOWL,"Definition: to make deliveries
W in reverse of LOB"
9045,Airily attacked Trump’s revolutionary deeds on regular basis (7),STRAFED,"Definition: Airily attacked
Reverse of FART’S (trump’s) + alternate letters of dEeDs"
9046,Communist cobblers in extremely tremulous state (7),TROTSKY,"Definition: Communist
ROT (nonsense, cobblers) in T[remulou]S + KY (Kentucky)"
9047,Old fellows always lacking manners? Rubbish! (5),OFFAL,"Definition: Rubbish
O FF + ALWAYS less WAYS (manners)"
9048,"Development of gallstone gutted Victoria, for one (9)",GESTATION,"Definition: Development
G[allston]E + STATION (of which Victoria is an example)"
9049,"Over 100 Lilliputians sadly accepting love is mirage? (7,8)",OPTICAL ILLUSION,"Definition: mirage
O (Over) + O (~~over~~love) in anagram of C (100) LILLIPUTIANS"
9050,Stellar couples sign book in advance (8),BINARIES,"Definition: Stellar couples
B IN ARIES – the definition is of binary stars"
9051,Hairy humanoid oddly ignoring my meat pie (4),YETI,"Definition: Hairy humanoid
Alternate letters of mY mEaT pIe"
9052,"Exit half-cut Finn with scarlet jumper upside down (4,4)",FIRE DOOR,"Definition: Exit
FI[nn] + RED + reverse of ROO"
9053,Mum returns quietly after month in Split (6),DECAMP,"Definition: Split
DEC[ember) + reverse of MA + P (quietly)"
9054,Leader of Greece pricking Europe’s uneasy conscience (8),SUPEREGO,"Definition: conscience
G[reece] in EUROPES*"
9055,Summons male to move sinuously (6),WRITHE,"Definition: to move sinuously
WRIT (summons) + HE"
9056,Awfully shy friend stopping Bob vacillating (6-9),SHILLY-SHALLYING,"Definition: vacillating
SHY* ALLY in SHILLING (bob)"
9057,Refuse to be buried (8),LANDFILL,"Definition: Refuse to be buried
Cryptic definition"
9058,"Nervous sibling consumes pot, mostly, and heroin (8)",SKITTISH,"Definition: Nervous
KITT[y] (pot, as in a collection of money) in SIS, + H"
9059,"A magistrate disrobed after firstly cursing, out of hearing (8)",ACOUSTIC,"Definition: of hearing
First letters of Cursing OUT in A [j]USTIC[e] (Justice of the Peace = magistrate)"
9060,Thin umpire in bit of sunshine (6),RAREFY,"Definition: Thin
REF in RAY"
9061,Violet’s neighbour doing somersaults round island (6),INDIGO,"Definition: Violet’s neighbour
I in DOING* – indigo is next to violet in the traditional list of colours of the rainbow"
9062,"Using speech of Sadiq Khan, say, to oust PM (4)",ORAL,"Definition: Using speech
MAYORAL (Sadiq Khan is the Mayor of London) less [Theresa] MAY"
9063,Signal for lager — the cocktail requires a drop of Pilsner (9),TELEGRAPH,"Definition: Signal
P[ilsner] in (LAGER THE)*"
9064,A pretty sharp accent (5),ACUTE,"Definition: sharp
A + CUTE (pretty), with two definitions"
9065,"Respond to criminal racket, deporting 1,000 (5)",REACT,"Definition: Respond
RACKET* less K (1000)"
9066,"Lara Croft initially backflips with weapons and sirens (3,6)",CAR ALARMS,"Definition: sirens
Reverse of LARA C[roft] + ARMS"
9067,Note: new heart put in here (7),THEATRE,"Definition: here
HEART* in TE; a heart transplant would be done in an operating theatre"
9068,"5 over 9 in, say, after 8? (7)",EVENING,"Definition: after 8
V + reverse (“over”) of NINE in E.G. (say)"
9069,"To surrender beat, The Jam finally retire underground (5)",METRO,"Definition: underground
Last letters of tO surrendeR beaT thE jaM, reversed"
9070,Nice 1 follows Special 1 (3),SUN,"Definition: 1
S[pecial] + UN (“one” in French, e.g. in Nice). The second “1” links to STAR to give the definition"
9071,Puzzling out some jargon (5),LINGO,"Definition: jargon
Hidden in puzzLING Out"
9072,Bird’s main city (7),SWANSEA,"Definition: city
SWAN’S + SEA"
9073,Talk fast (7),EXPRESS,"Definition: Talk
Double definition"
9074,Old Norse style originally discovered between 1100 and 1100 (9),ICELANDIC,"Definition: Old Norse
ELAN (style) + D[iscovered] between two instances on IC, i.e. 1 and 100 joined together"
9075,One studies figures (5),ICONS,"Definition: figures
I CONS"
9076,"Greek work rejects independent, backing unknown cleaner (5)",DAILY,"Definition: cleaner
Reverse of [I]LIAD (Greek work) + Y (unknown)"
9077,Celebrity ignores upper class creep (9),REPTATION,"Definition: creep
REPUTATION less U – a new word for me, derived from “reptile”, referring to the snake-like movement, or “creep”, of some molecules. Read all about it"
9078,Leading lady first to depart flight (4),STAR,"Definition: Leading lady
STAIR (a rather old-fashioned way of referring to a flight of stairs) less I (first)"
9079,"To entertain, spin record without difficulty (6)",PLEASE,"Definition: To entertain
Reverse of LP “with EASE”, i.e. without difficulty"
9080,Troubles at giant rave around 10 on Saturday (10),AGITATIONS,"Definition: Troubles
10 in (AT GIANT)* + S[aturday]"
9081,Left in Paris? That’s awkward (6),GAUCHE,"Definition: Left in Paris
Double definition"
9082,Number 10 welcomes new American employee hugging Tory leader (8),THIRTEEN,"Definition: Number
T in HIREE (US word for a new employee) in TEN *Thanks to greensward for pointing out that this gives an extra E – it’s just HIRE (as in “new hire”)*"
9083,He delivered letters (4),MAIL,"Definition: letters
Homophone (“delivered”) of “male”"
9084,Spanish football manager abandons old league — the end of Bayern’s keeper? (8),GUARDIAN,"Definition: keeper
Pep GUARDIOLA (current manager of Manchester City) less O L, plus [bayer]N"
9085,Do they examine old warhorses? (4),VETS,"Definition: Do they examine
A kind of mixed-up double definition, referring to veterinary surgeons and military veterans"
9086,B to C minus 1 returns X (5),TIMES,"Definition: X
Reverse of SEMITONE (the interval between B and C) less ONE, with X as the symbol for multiplication"
9087,I’ll place it round or roundish (10),ELLIPTICAL,"Definition: roundish
(I’ll PLACE IT)*"
9088,19 across good to get up on 19 across and shine (5),GLOSS,"Definition: shine
Reverse of SOL (sun) + G on S (sun)"
9089,"Exchanges are down — isn’t everything volatile (6,2)",TRADES IN,"Definition: Exchanges
Anagram of ARE D[own] ISN’T"
9090,Fixed flag (8),STANDARD,"Definition: Fixed
Double definition"
9091,The key to a jailbreak? (6),ESCAPE,"Definition: key
Double definition"
9092,"“Arrivederci” to xenophobe, holding up non-native (6)",EXOTIC,"Definition: non-native (6)
Hidden in reverse of arrivederCI TO XEnophobe"
9093,Front runner pulls out of wild motor race (4),INDY,"Definition: motor race
[W]INDY – nickname of the Indianapolis 500 car race, and also of the Independent newspaper (now only published online)"
9094,Organic group manufactured from clay … (4),ACYL,"Definition: Organic group
CLAY* – a component of some organic molecules"
9095,"… without science, regularly (4)",SINE,"Definition: without
Alternate letters of ScIeNcE"
9096,"Broadcast mocking animal eating grain as fodder (3,5)",RYE GRASS,"Definition: fodder
GR in RYE (homophone of “wry” – mocking) + ASS (animal)"
9097,Fatty substances put Tory leader on edge (6),LIPIDS,"Definition: Fatty substances
LIP (edge) + IDS (Iain Duncan Smith, Tory leader 2001-2003)"
9098,"Man going on board with female, in steady relationship at first (6)",SURFER,"Definition: Man going on board
F in SURE + R[elationship]"
9099,Girl returned to look quickly through yearly publications (8),ALMANACS,"Definition: yearly publications
ALMA (girl) + reverse of SCAN"
9100,"Standard way of saying RAM must remain constant? (5,4,5,2,7,3)",THERE WILL NEVER BE ANOTHER YOU,"Definition: Standard
The faithful ram (male sheep, not to be confused with Random Access Memory, as the surface would have us believe) would say “there will never be another ewe”. The song was written for a long-forgotten film, but lives on as a jazz standard."
9101,Badger runs through mown grass (5),HARRY,"Definition: Badger
R + R in HAY"
9102,"Sting involving gin and rum drunk around Geordieland? (6,6)",GORDON SUMNER,"Definition: Sting
GORDON’S (brand of gin) + N.E. (“Geordieland” is in the north-east of England) in RUM* . The ~~stage~~ real name of musician Sting, who was born in Wallsend, making at least the “Geordie” part relevant – I don’t know about the gin and rum"
9103,A rook nested in smaller species’ overcrowded area (6),WARREN,"Definition: overcrowded area
A + R in WREN (a smaller bird than a rook)"
9104,Car that only young owners treasure always starts (6),TOYOTA,"Definition: Car
First letters of That Only Young Owners Treasure Always"
9105,Southern river with very good crustaceans (6),SCAMPI,"Definition: crustaceans
S + CAM + PI (sanctimonious, so “very good”, if hypocritically so)"
9106,"Adult errs when drunk? Butts in here, perhaps (8)",ASHTRAYS,"Definition: Butts in here, perhaps
A[dult] + SHTRAYS (drunken way of saying “strays”)"
9107,Article with piece about female trainspotter (6),ANORAK,"Definition: trainspotter
NORA (female name) in A K[ing] (chess piece)"
9108,Piece of cake turned up? Keep mum on! (8),PUSHOVER,"Definition: Piece of cake
Reverse of UP + SH (be quiet, keep mum) + OVER (on)"
9109,Some running of errands for dogsbody (5),GOFER,"Definition: dogsbody
Hidden in runninG OF Errands. A gofer is a dogsbody who may be asked to “go for” things"
9110,"Topless thin torso, sporting white bloomers (10)",ARROWROOTS,"Definition: white bloomers
[N]ARROW + TORSO* – arrowroot, which the starch used for thickening in cooking comes from, has white flowers. The plural looks a bit odd but I suppose it’s OK."
9111,Rogue with second name unknown (6),SCALLY,"Definition: Rogue
S + CALL + Y (unknown in equations etc)"
9112,One writing piece about male star (9),PENTAGRAM,"Definition: star
PEN + reverse of GAT (gun, piece) + RAM"
9113,Impractically theoretical medic taking round out to home by river (11),DOCTRINAIRE,"Definition: Impractically theoretical
DOCTOR (medic) less O + IN (home) + AIRE (river)"
9114,"Crime committed against state senator? (4,7)",HIGH TREASON,"Definition: Crime committed against state
If TREASON is “high” it becomes SENATOR"
9115,"Those wrongly taking clarinet solos, discontentedly playing (10)",LARCENISTS,"Definition: Those wrongly taking
Anagram of CLARINET S[olo]S"
9116,Poet from Maidenhead almost set off in posh car (9),RHYMESTER,"Definition: Poet
HYME[n] + SET* in R[olls] R[oyce]"
9117,Notes drink causing muddled confusion (4-2),MESS-UP,"Definition: muddled confusion
MES (plural of me, as in tonic sol-fa) + SUP"
9118,"Essential for galop, metronome’s rising speed (5)",TEMPO,"Definition: speed
Hidden in reverse of galOP METronome’s"
