,Clue,Answer,Explanation
7466,Journalists oddly shunning nice gift (7),PRESSIE,"Definition: gift
**PRESS**=”Journalists” + [n]**I**[c]**E** with the odd letters removed/shunned"
7467,"Where the poor live and suffer, without a chance to dream (7)",SLUMBER,"Definition: chance to dream
**SLUM**=”Where the poor live” + **BE**[**a**]**R**=”suffer” without **a**"
7468,Subsequently cut both ends off beams (5),AFTER,"Definition: Subsequently
[r]**AFTER**[s]=”beams” with both ends cut off"
7469,You and I loudly rejected what ‘they’ are in 25’s 4 22 (3),FEW,"Definition: what ‘they’ are in 25’s 4 22
a repeated line of *The Masque of Anarchy* is: ‘Ye are many – they are **FEW**!’
 **WE**=”You and I” + **F** (Forte)=”loudly”, reversed/”rejected”"
7470,"Half-cut idiot, hardly cavalry material (5)",TWILL,"Definition: cavalry material
Cavalry **TWILL** is a strong woollen material
 **TW**[it]=”Half-cut idiot” + **ILL**=with difficulty=”hardly”Ye are many—they are few"
7471,Place of horror described by fine revolutionary poet (7),SHELLEY,"Definition: poet
**HELL**=”Place of horror” inside **YES**=”fine”, reversed/”revolutionary”"
7472,Left Asian port carrying cargo (5),LADEN,"Definition: carrying cargo
**L** (Left) + **ADEN**=”Asian port” in Yemen"
7473,"Nonconformist morals curbing distant source of power (5,4)",SOLAR FARM,"Definition: source of power 
(morals)* around **FAR**=”distant”"
7474,"Family and offspring following good man (5,4)",KING’S PAWN,"Definition: man
“man”=chess piece=**KING’S PAWN**
 **KIN**=”Family”; plus **SPAWN**=”offspring” after **G** (good)"
7475,Slick Blair seen on TV (5),SHEEN,"Definition: Slick
double definition: a **SHEEN** can mean a thin “Slick” of oil on water; the second def refers to Michael Sheen, who played Tony Blair on TV in *The Deal*"
7476,"Sadly disheartened George Orwell, for one (4)",ALAS,"Definition: Sadly
George Orwell is one example of an **AL**[i]**AS**, with the middle letter/heart removed"
7477,Bonding by sharing tiny things: love can flourish over time (8),COVALENT,"Definition: Bonding by sharing tiny things
=a type of chemical bonding involving shared electrons
 (love can)* + **T** (time)"
7478,Hairy chap partaking of the sauce (4),ESAU,"Definition: Hairy chap
Esau in the Bible was noted for his hairiness
 Hidden in [th]**E SAU**[ce]"
7479,"Irregular forces abruptly quash many a 25’s response to Peterloo (6,2,7)",MASQUE OF ANARCHY,"Definition: 25’s response to Peterloo
(force[s] quash many a)*; where “abruptly” indicates the shortening of “force[s]”"
7480,Stirring at last: ‘Shake your chains to earth’ like champions! (6),HEROES,"Definition: champions
Anagram/”Stirring” of the “last” letters of: [Shak]**E** [you]**R** [chain]**S** [t]**O** [eart]**H** [lik]**E**"
7481,House of Lords is backing contents of your letter in outline (10),SILHOUETTE,"Definition: outline
**HL **(House of Lords) + **IS**, reversed/”backing”; plus the inside letters/”contents’ of [y]**OU**[r] [l]**ETTE**[r]masque of anarchy"
7482,Change of direction regarding Britain in EU capital (6),ZAGREB,"Definition: EU capital
=Croatian capital
 **ZAG**=”Change of direction” + **RE**=”regarding” + **B** (Britain)"
7483,Weaver caught in Peterloo massacre (4),LOOM,"Definition: Weaver
hidden in [Perter]**LOO M**[assacre]"
7484,Endless fun with Izzard once on American square (5),PLAZA,"Definition: square
=a public square
 **PLA**[y]=”Endless fun” plus “Izzard”, an archaic term which “once” meant the letter **Z**; plus **A** (American)"
7485,Austerity of centrists distorted society (10),STRICTNESS,"Definition: Austerity
(centrists)* + **S** (society)"
7486,Run to join forces and gain strength (5),RALLY,"Definition: Run
triple definition: as a verb meaning organise/”Run”, or assemble/”join forces”, or recover/”gain strength”"
7487,"Fens used to be drained, Hull also (8)",WASHLAND,"Definition: Fens
**WAS**=”used to be” + **H**[ul]**L** drained of inside letters + **AND**=”also”"
7488,"Undernourished bears attack, lacking food and destined to fail (3-5)",ILL-FATED,"Definition: destined to fail
**ILL-FED**=”Undernourished” around **AT**[**tack**] lacking **tack**=”food”"
7489,Passionate bard sent to unseat leaders (6),ARDENT,"Definition: Passionate
[b]**ARD** [s]**ENT** without their leading letters"
7490,"Minion of 29, cycling round outskirts of Eccles (3-3)",YES-MAN,"Definition: Minion
**MANY**=29dn, cycling its last letter to the front; around the outer letters of **E**[ccle]**S**"
7491,Fancy corresponding? (4),LIKE,"Definition: Fancy
double definition: as a verb, to be attracted to someone or “Fancy” them; and as an adjective, to be similar or “corresponding” to something"
7492,Get high in train shed on a regular basis (4),RISE,"Definition: Get high
regular letters from [t]**R**[a]**I**[n] **S**[h]**E**[d]"
7493,We ultimately embody what ‘ye’ are in 25’s 4 22 (4),MANY,"Definition: what ‘ye’ are in 25’s 4 22
Again referring to the line ‘Ye are **MANY** – they are few!’
 I think this is: **MAN**=humankind=”We” + ultimate letter of [embod]**Y**"
7494,Produce DNA sequence with speed (8),GENERATE,"Definition: Produce
**GENE**=”DNA sequence” + **RATE**=”speed”"
7495,Victim of regime change? (6),EMIGRE,"Definition: Victim of regime change?
(regime)*"
7496,Where paper cash may be thrown eventually? (9),SCRAPHEAP,"Definition: Where paper cash may be thrown eventually?
(paper cash)*"
7497,"Retreats in numbers, receiving permission (5)",NOOKS,"Definition: Retreats
“Retreats” as in ‘places to hide away’
 **NO.S**=”numbers” around **OK**=”permission”"
7498,"Such clothing perhaps taken by police, marked in red (12)",BLOODSTAINED,not sure if this is more than a cryptic-ish definition
7499,"Learning jurisprudence, some may say (4)",LORE,"Definition: Learning
homophone/”some might say” of ‘law’=”jurisprudence”"
7500,"Very tempting to eat, but it’s stuck in the throat (5,5)",ADAMS APPLE,"Definition: Very tempting to eat
a reference to the biblical apple; and another biological definition"
7501,"A beauty of a musical (2,4,4)",MY FAIR LADY,"Definition: musical
“A beauty” as a second loose definition/indication"
7502,Vehicle I put on charge (4),TAXI,"Definition: Vehicle
**I** put after **TAX**=”charge”"
7503,I get strained terribly and fall apart (12),DISINTEGRATE,"Definition: fall apart
(I get strained terribly)*"
7504,Sort of green circuit carrying current (5),OLIVE,"Definition: Sort of green
**O**=circle=”circuit” + **LIVE**=”carrying current”"
7505,Pantry‘s such a quiet place (9),STILL ROOM,"Definition: Pantry
**STILL**=”quiet” + **ROOM**=”place”"
7506,"Moonlight, for example, in which boy’s regularly astray (6)",SONATA,"Definition: Moonlight, for example
referring to Beethoven’s Moonlight Sonata
 **SON**=”boy” + regular letters from **A**s**T**r**A**y"
7507,People gawping around king ‘in his new clothes‘ (8),STARKERS,"Definition: in his new clothes
**STARERS**=”People gawping” around **K** (king)"
7508,Cut Goodwood? (4),GASH,"Definition: Cut
**G**=”Good” + **ASH**=”wood”"
7509,Annoy police informer (4),NARK,"Definition: Annoy
double definition"
7510,Romeo appropriately with eager attention (6),RAPTLY,"Definition: with eager attention
**R**=Romeo in the phonetic alphabet + **APTLY**=”appropriately”"
7511,"Stage work long theorised to be faulty (3,10)",THE GONDOLIERS,"Definition: Stage work
=a Gilbert and Sullivan opera
 (long theorised)*"
7512,"Graduate turning up in a state, raving (8)",MANIACAL,"Definition: raving
**MA**=Master of Arts=”Graduate” + reversal/”turning up” of **IN** + **A** + **CAL**[ifornia]=”a state”"
7513,"Stadium scheme in general outline (6,4)",GROUND PLAN,"Definition: general outline
**GROUND**=”Stadium” + **PLAN**=”scheme”"
7514,"Simple to make site changes: take it gently (4,4,2)",EASY DOES IT,"Definition: take it gently
**EASY**=”Simple” + **DO**=”make” + (site)*"
7515,Impostor tends to be represented as artist (13),POSTMODERNIST,"Definition: artist
(Imposter tends)*"
7516,"What the ideal home should have: cold salmon salad (3,3,4)",ALL MOD CONS,"Definition: What the ideal home should have
(cold salmon salad)*"
7517,Calling for a declaration (10),PROFESSION,"Definition: Calling
double definition"
7518,"Like sound from worst head­phones (Aussie cans), terrible at first (8)",TINNIEST,"Definition: Like sound from worst head­phones
**TINNIES**=”Aussie cans” of beer; plus first letter of **T**errible"
7519,Sister admitting story is not so new (6),STALER,"Definition: not so new
**SR**=abbr. for “Sister” around **TALE**=”story”"
7520,Such a thumb to stick out? (4),SORE,"Definition: Such a thumb to stick out?
referring to the expression ‘stick out like a SORE thumb’"
7521,Half of them going to America — they don’t fly (4),EMUS,"Definition: they don’t fly
half of [th]**EM** + **US**=”America”"
7522,"They can’t recall, thus must enter made-up names (8)",AMNESICS,"Definition: They can’t recall
**SIC**=”thus”, entering (names)*"
7523,Throws out European — company has no union (6),EGESTS,"Definition: Throws out
**E** (European) + **G**u**ESTS**=”company” minus U (union)"
7524,"You can’t have a go at this bloody bully after school turned around (6,3)",SACRED COW,"Definition: You can’t have a go at this
**RED**=”bloody” + **COW**=intimidate=”bully”; after **S** (school) + reversal/”turned” of **CA**=circa=”around”"
7525,"Turn and depart (2,3)",GO OFF,"Definition: Turn
double definition: as in food going off; or a person heading off"
7526,Does rascal show on TV small round bottom? (12),IMPERSONATES,"Definition: Does
definition as in ‘Rory Bremner does Tony Blair”
 **IMP**=”rascal” + **ER**=”show on TV” + **S** (small) + **O**=”round” + **NATES**=”bottom”"
7527,Draws matches (4),TIES,"Definition: Draws
double definition"
7528,Plant (iris) adapts when neglected (10),ASPIDISTRA,"Definition: Plant
(iris adapts)*"
7529,"Real gunfire shot having taken turn here? (5,5)",RIFLE RANGE,"Definition: Real gunfire shot having taken turn here
(Real g**u**nfire)*, with “shot” as anagrind, taking away **U** for [U-]”turn”"
7530,Send back partially defrosted fish (4),ORFE,"Definition: fish
hidden reversed in d**EFRO**sted"
7531,Enough! Nearly calling off trip on this (12),HALLUCINOGEN,"Definition: trip on this
(Enough callin)*, with “Nearly” indicating the shortening of callin[g]"
7532,"Tablet reduced abdominal pain — possible cause? (1,4)",E COLI,"Definition: possible cause
**E** (ecstacy)=”Tablet” + **COLI**[c]=”reduced abdominal pain”"
7533,"Bloke that is special lover? (6,3)",LADIES MAN,"Definition: Bloke that is special lover
**LAD**=”Bloke” + **I.E.**=”that is” + **S** (special) + **MAN**=”lover”"
7534,Drink neat rum when touring island (6),TISANE,"Definition: Drink
(neat)* around **IS** (island)"
7535,State two answers: scores missing first rounds (8),ARKANSAS,"Definition: State
**ANS** and **A** are “two [abbreviated] answers”; with [m]**ARKS**=”scores missing first” going around"
7536,"To boot ball, wingers drop off like this (4)",ALSO,"Definition: To boot
[b]**AL**[L] with the wingers/outer letters removed; plus **SO**=”like this”"
7537,Kiss cheek (4),NECK,"Definition: Kiss
double definition, the second using cheek in the sense of audacity"
7538,Side wearing skirts of sky blue (6),STEAMY,"Definition: blue
as in ‘blue movie’
 **TEAM**=”Side” wearing the outer letters/”skirts” of **S**k**Y**"
7539,"Mate to talk glibly about one man’s best friend? (6,7)",COCKER SPANIEL,"Definition: man’s best friend
**COCKER**=slang for “Mate” + **SPIEL**=”talk glibly” around **AN**=”one”"
7540,Tremendous performance against Conservative (8),GIGANTIC,"Definition: Tremendous
**GIG**=”performance” + **ANTI**=”against” + **C** (Conservative)"
7541,"Work with spirit level in America (5,5)",SHORT STORY,"Definition: Work
a **SHORT** is an alcoholic drink with spirits; plus **STORY**=American spelling/word meaning a floor/level in a building"
7542,Did butter and spread food pastes (4-6),SOFT SOAPED,"Definition: Did butter
definition meaning ‘flattered’
 (food pastes)*"
7543,"Cleaner wrong? Has wiped bum (7,6)",WASHING POWDER,"Definition: Cleaner
(wrong has wiped)*"
7544,Smash hit — actress is most stiff (10),STARCHIEST,"Definition: most stiff
(hit actress)*"
7545,Partners with screams: they make electricity inside (10),BEDFELLOWS,"Definition: Partners
**BELLOWS**=”screams” with **EDF**=Électricité de France=”they make electricity” inside"
7546,A sign for Underground by end of station like Paddington (8),PERUVIAN,"Definition: like Paddington
like Paddington Bear, a character from Peru
 **PER**=”A” as in ‘once per year’/’once a year’; + **U**=”sign for Underground” + **VIA**=”by” + end of statio**N**"
7547,Old money from film copies circulating (6),PESETA,"Definition: Old money
pre-Euro Spanish currency
 **ET**=the Spieldberg “film”; with **APES**=”copies” circulating, moving the last letters to the front"
7548,Kiss while under piece of mistletoe now? (4),XMAS,"Definition: now
**X**=”Kiss” + **AS**=”while” under **M**[istletoe]"
7549,Locals concerned with Poles (4),INNS,"Definition: Locals
**IN**=”concerned with” + **N**[orth] and **S**[outh] “Poles”"
7550,"Inconsistent chap, extremely tidy but disorganised (6)",PATCHY,"(chap ty)*, where ty=extreme/outer letters of “tidy”"
7551,Shipboard complaint bringing reprimands (6),SCOLDS,**COLD**=”complaint” inside/boarding **SS**=”Ship”
7552,"Might dissidents seek this erstwhile home for the loony left? (9,6)",POLITICAL ASYLUM,with a second cryptic definition referring to lunatic asylums
7553,Priest leading prior to worship (6),REVERE,**REV** (Reverend)=”Priest” + **ERE**=”prior to”
7554,Wooded Gardens from retro artist sporting boater (8),ARBORETA,**RA** (Royal Academician) reversed/”retro” + (boater)*
7555,"Honestly uneasy in private (2,3,3)",ON THE SLY,(Honestly)*
7556,"Contrarily, editor cutting back is one authors rely on (6)",READER,**ED** (editor) reversed/”Contrarily”; inside/”cutting” **REAR**=”back”
7557,Fine workplace basically unoccupied far from firm (6),FLABBY,**F** (Fine) + **LAB**=”workplace” + **B**[asicall]**Y **with occupants/inner letters removed
7558,"Sign of damage? (5,3)",PRICE TAG,"cryptic definition, with “damage” as in ‘what’s the damage?’ meaning ‘what’s the cost?’"
7559,Statesman from Commonwealth country making an investment (8),INDIANAN,"Definition: someone from the state of Indiana
**INDIAN**=”from Commonwealth country” around **AN**"
7560,Asian from Eastern China stops returning home (6),NEPALI,**E** (Eastern) + **PAL**=mate=”China” plate in rhyming slang; inside **IN**=”home” reversed/”returning”
7561,"Reports of crisis and reduction at fast food outlet (3,5,3,4)",THE CHIPS ARE DOWN,with a second cryptic definition using the fast food meaning of ‘chips’
7562,Small branches offering special outfits? (6),SPRIGS,**SP** (special) + **RIGS**=”outfits”
7563,A second C to terminate scale (6),ASCEND,**A** + **S** (second) + **C** + **END**=”terminate”
7564,Imposter abruptly stopped trendy radio show (5-2),PHONE IN,**PHONE**[y]=”Imposter” stopping before the final letter; plus **IN**=”trendy”
7565,"Race of noble birth, some from the south (5)",TRIBE,hidden/”some” reversed/”from the south” in nobl**E BIRT**h
7566,"Passion-filled Nazi bigwig, one expected to succeed (7)",HEIRESS,**IRE**=”Passion” inside **HESS**=”Nazi bigwig” Rudolf Hess
7567,Recognition of good work in cleaner part of house (7),CHAMBER,**MBE**=”Recognition of good work” in **CHAR**=”cleaner”
7568,"Stick together after relay races for teatime refreshment? (5,4)",LAYER CAKE,**CAKE**=”Stick together” after (relay)*
7569,Linking service not trading regularly till end of June (7),SHUTTLE,**SHUT**=”not trading” + regular letters from **T**i**L**l + end of Jun**E**
7570,Show axes stars (6),GALAXY,**GALA**=”Show” + **X** and **Y** “axes” on a graph
7571,"What cross driver gets into? (6,3)",HYBRID CAR,"cryptic definition, “cross” meaning mixed or hybrid"
7572,Summarily dispatches taoiseach once peace process ends (7),LYNCHES,Jack **LYNCH**=”taoiseach once” + the “ends” of peac**E** proces**S**
7573,"Five lost in navy rising, leader providing a tug (7)",YANKING,"v, Roman numeral for “Five” is lost from a reversal/”rising” of **NA**v**Y**; plus **KING**=”leader”"
7574,Encourage guards in upping discipline (6),PUNISH,**PUSH**=”Encourage” around/guarding **IN**
7575,Finding a way to break into pubs shows guts (7),INNARDS,**A** + **RD**=road=”way”; inside **INNS**=”pubs”
7576,"Nobody was solvent, it’s conceded (7)",ALLOWED,**ALL OWED**=”Nobody was solvent”
7577,Daughter coming in to shave father with force (5),PADRE,"a clergyman/”father” with the military/”force”
**D** (Daughter) in **PARE**=”shave”"
7578,Talk covers an about-turn by the head of ecumenical religious office (9),RABBINATE,"Definition: religious office
the position/office occupied by a rabbi**
 RABBIT**=”Talk” around** AN** reversed; plus the head letter of **E**cumenical"
7579,"What’s in author’s envelope is fatal, if swallowed by an old lady (5)",HORSE,"Definition: fatal, if swallowed by an old lady
the rhyme *There was an Old Lady who Swallowed a Fly * ends with a fatal swallowing of a horse
 hidden in aut**HOR’S E**nvelope"
7580,Leaves with story about making Cornish pasty (7),SPINACH,"Definition: Leaves
~~I think this is **SPIN**=”story” + **A** (about) + **C**[ornis]**H** with “pasty” meaning thin i.e. emptied out
 ~~*Thanks to TheZed*: SPINACH “with story about” in a crossword clue would give (spinach + story)*, an anagram for “Cornish pasty”"
7581,"I am shocked with young and old extremists joining resistance unit (2,2,3)",OH MY GOD,"Definition: I am shocked
extreme letters of **Y**oun**G** and **O**L**D** after **OHM**=unit of electrical resistance"
7582,Slim figure at last is yours! (5),THINE,"Definition: yours
**THIN**=”Slim” + last letter of figur**E**"
7583,"High level of the gender problem (3,6)",NTH DEGREE,"Definition: High level
(the gender)*"
7584,Open marriage initially helped to clean out film-maker (15),CINEMATOGRAPHER,"Definition: film-maker
(Open marriage h t c)*, where the last three letters are initials of Helped To Clean"
7585,"Talked about less healthy lands covered in heather, bracken and trees (9)",SYCAMORES,"Definition: trees
Homophone of: ‘sicker moors’=”less healthy lands covered in heather, bracken”"
7586,Stomach upset oddly not seen in school disco (5),COLIC,"Definition: Stomach upset
odd letters removed from s**C**h**O**o**L** d**I**s**C**o"
7587,Old broken chair engulfed by current (7),ARCHAIC,"Definition: Old
(chair)* inside **AC**=alternating current"
7588,Brush round a French officers’ mess once (7),GUNROOM,"Definition: officers’ mess once
=an officers’s mess on a naval vessel
 **GROOM**=”Brush” around **UN**=”a [in] French”"
7589,"What may be found in the gut in ulcerative colitis (1,4)",E COLI,"Definition: What may be found in the gut
hidden in ulcerativ**E COLI**tis"
7590,"Jury may be missing one side (6,3)",ELEVEN MEN,"Definition: side
=a side or team in e.g. football or cricket
 a jury is twelve, so would be missing one at eleven"
7591,"Nitty-gritty of piles below underwear (5,5)",BRASS TACKS,"Definition: Nitty-gritty
**STACKS**=”piles” after **BRAS**=”underwear”"
7592,Ignorance of Bach’s first violin playing (8),OBLIVION,"Definition: Ignorance
first letters of **O**f **B**ach + (violin)*"
7593,Academic abandons extravagant tie (6),LIGATE,"Definition: tie
PROF=”Academic” leaving prof**LIGATE**=”extravagant”"
7594,"Flog cash, reducing capital by 50% (4)",LASH,"Definition: Flog
C**ASH**, reducing C to **L** or 100 to 50 in Roman numerals"
7595,A poo gushes out from this part of the digestive system (10),OESOPHAGUS,"Definition: part of the digestive system
(a poo gushes)*"
7596,This man turned over region chasing ultimate in psychopathic monster (8),CHIMAERA,"Definition: monster
**HIM**=”This man” + reversal/”turned over” of **AREA**=”region”; all chasing after the ultimate letter of psychopathi**C**"
7597,Urge to break into the perimeter of Kashmir’s national park (6),KRUGER,"Definition: national park
Kruger national park in South Africa
 (urge)* inside the outer letters of **K**ashmi**R**"
7598,Grain yield report (4),SEED,"Definition: Grain
homophone/”report” of ‘cede’=”yield”"
7599,Something from Tchaikovsky for Brazil? (10),NUTCRACKER,"Definition: Something from Tchaikovsky
Tchaikovsky wrote the music for the ballet *The Nutcracker
 *“Brazil” as an example of a nut to be cracked"
7600,Rising affluence meant ‘China era’ not as planned (10),ENRICHMENT,"Definition: Rising affluence
(me**a**nt Chin**a** er**a**)*, minus all the “**a**-s” i.e. “not **a**s”"
7601,Colonial address back in Nairobi has memories (8),MEMSAHIB,"Definition: Colonial address
hidden reversed in Nairo**BI HAS MEM**ories"
7602,One theologian upset over love for cheese (8),HALLOUMI,"Definition: cheese
**I**=”One” + **MULLAH**=”theologian” all reversed/”upset” around **O**=”love”"
7603,Copper and cook disrupted interloper (6),CUCKOO,"Definition: interloper
**CU**=chemical symbol for “Copper” + (cook)*"
7604,Curved kind of oven found in empty chateaux (6),CONVEX,"Definition: Curved
(oven)* in **C**[hateau]**X**"
7605,Help N-Z? (4),ABET,"Definition: Help
N-Z is the second half of the [alph]**ABET**"
7606,Delight at the start of ‘Gimme Shelter’ (4),GLEE,"Definition: Delight
start of **G**imme + **LEE**=”Shelter”"
7607,Stone bloke found inscribed with a note (9),MALACHITE,"Definition: Stone
**MALE**=”bloke” + with **A CHIT**=”a note” written inside"
7608,Turn pipe down well! (4),GOSH,"Definition: well!
as in ‘well I never!’
 **GO**=”Turn” in e.g. a board game; **SH**=’be quiet!’=”pipe down”"
7609,A suspicious protein for poisoner (8),ATROPINE,"Definition: for poisoner
a medication to treat poisoning
 **A** + (protein)*"
7610,Jammy and eggy? (6),SPAWNY,double definition: =lucky i.e. “Jammy”; and =made up of spawn i.e. eggs
7611,"In which one fuels spreading of cod malaise? (6,5)",SOCIAL MEDIA,"Definition: In which one fuels spreading of cod malaise?
(cod malaise)* around **I**=”one”"
7612,"Current broadcast not working, so restricted (4,4)",TIED DOWN,"Definition: restricted
**TIED** is a homophone/broadcast of ‘tide’=”Current”; **DOWN**=”not working” e.g. referring to a website"
7613,"Wife escaping winding of twister, as bricks falling? (6)",TETRIS,"Definition: bricks falling
=the video game of falling bricks
 (twister)* minus W for “Wife”"
7614,Queen saying poisoner behaved like a chicken (8),ADELAIDE,"Definition: Queen
=the wife of William IV
 homophone/”saying” of ‘adder laid’=”poisoner behaved like a chicken”"
7615,"Like to insert tongue, opening wide (8)",DILATING,"Definition: opening wide
**DIG**=”Like” around **LATIN**=”tongue”"
7616,"Dogsbody, an active digger (6)",GOPHER,"Definition: Dogsbody
double definition: an employee given simple fetch/carry tasks; or the burrowing animal"
7617,"Part of one arm is stuck, almost a disaster (4,4)",NEAR MISS,"Definition: almost a disaster
hidden in o**NE ARM IS S**tuck"
7618,Italy yet to be beaten after second half (6),MOIETY,"Definition: half
**I** (Italy) + (yet)* after **MO**=moment=”second”"
7619,"Something red marked for attention of the chairman, last of post collected (6)",TOMATO,"Definition: Something red
**TO MAO**=”marked for attention of the chairman”, around last letter of pos**T**"
7620,"Car blue, in one sense? (8)",AUDITORY,"Definition: in one sense?
**AUDI**=”Car” make + **BLUE**=”Tory”"
7621,"Those in opposition named jerks, accordingly on the periphery (4,3,2)",THEM AND US,"Definition: Those in opposition
(named)*, with **THUS**=”accordingly” around it"
7622,Legend behind uprising needing no introduction (5),MOTTO,"Definition: Legend
[b]**OTTOM**=”behind”, reversed/”uprising”, and without its first letter/introduction"
7623,Little room on raised platform for more bananas (7),LOOPIER,"Definition: more bananas
**LOO**=”Little room” + **PIER**=”raised platform”"
7624,Companion suffering nip (5),CHILL,"Definition: nip
**CH** (Companion of Honour) + **ILL**=”suffering”"
7625,"Deceit conjured up over a drink (4,3)",ICED TEA,"Definition: drink
(Deceit)* + **A**"
7626,"Point-to-point on horse for young hunter’s quarry? (6,3)",EASTER EGG,"Definition: hunter’s quarry
definition referring to Easter Egg hunts
 **EAST**=”Point” of the compass; **E **(East)=”Point” again; **RE**=”on” the topic of; **GG**=”horse for young” i.e. in kiddiespeak"
7627,"Currency banked by doctor, a relative (7)",GRANDPA,"Definition: relative
**RAND**=South African “Currency”, inside **GP**=”doctor” + **A**"
7628,"Club that may follow club, loosely speaking? (4,5)",SAND WEDGE,"Definition: Club
=a golf club
 loosely sounds like ‘sandwich’, which follows “club” as in ‘club sandwich’"
7629,"Author‘s fictional land inspired by drink, something juicy written up (5,4)",EMILE ZOLA,"Definition: Author
**OZ**=”fictional land” as in Wizard of Oz, inside **ALE**=”drink”, plus **LIME**=”something juicy”; and all reversed/”written up”"
7630,"Do say that which has been identified repeatedly in rant (4,2,3)",SPIT IT OUT,"Definition: Do say
**IT**=”that which has been identified”, repeated twice inside **SPOUT**=”rant”"
7631,Queen snubbed by lay reader unfortunately before (7),ALREADY,"Definition: before
(lay read**er**)* ignoring the **ER**=Elizabeth Regina=”Queen”"
7632,"Water supply in blood, lose it! (2,5)",GO SPARE,"Definition: lose it
as in lose your temper
 **SPA**=”Water supply” in **GORE**=”blood”"
7633,"Beautiful and delicate creature: Mona Lisa, perhaps (7,4)",PAINTED LADY,"Definition: Beautiful and delicate creature
a type of butterfly; or a description of da Vinci’s painting"
7634,Thinner sheep carrying fatter rump (5),TURPS,"Definition: Thinner
Turps or turpentine is used as a paint thinner
 **TUPS**=”sheep” around the end/rump of fatte**R**"
7635,Keep learner in class (6),CASTLE,"Definition: Keep
L (Learner) in CASTE=”class”"
7636,A man‘s drink (7),DRAUGHT,"Definition: A man
double definition: a piece or ‘man’ in a game of draughts; or e.g. beer pulled from a barrel"
7637,Beef about rail chaos? (9),CHAROLAIS,"Definition: Beef
a breed of cattle
 (rail chaos)*"
7638,One gets the setter to adopt a good appearance (5),IMAGE,"Definition: appearance
I=”One” + ME=”setter” around: A + G (good)"
7639,Having second thoughts about obligation to be devout (5),PIOUS,"Definition: devout
PS (Post Script)=”second thoughts”, around IOU=”obligation”"
7640,Metal or salt containing little uranium (9),ALUMINIUM,"Definition: Metal
ALUM=”salt” around: MINI=”little” + U (uranium)"
7641,A small fastening can alter one’s course (7),TINTACK,"Definition: A small fastening
TIN=”can” as in a container + TACK=”alter one’s course”"
7642,Lavish old Bob with drink (4-2),SLAP-UP,"Definition: Lavish
S (shilling)=”old Bob” + LAP UP=”drink”"
7643,King is absorbed by subject’s global line (6),TROPIC,"Definition: global line
R (Rex)=”King” inside TOPIC=”subject”"
7644,Food for Bonfire Night? (7),BANGERS,"Definition: Food
double definition: “Food” as in sausages; “for Bonfire Night” as in fireworks"
7645,Prophets of doom fabricated star’s mail (9),ALARMISTS,"Definition: Prophets of doom
(star’s mail)*"
7646,Ancient English gum (5),PASTE,"Definition: gum
PAST=”Ancient” + E (English)"
7647,Many retreat before landowner (5),LAIRD,"Definition: landowner
D=Roman numeral for 500=”Many”, with LAIR=”retreat” before it"
7648,Agreement to one playing instrument (9),ACCORDION,"Definition: instrument
ACCORD=”Agreement” + I=”one” + ON=”playing”"
7649,Atonement for one captivated by money (7),PENANCE,"Definition: Atonement
AN=”one” inside PENCE=”money”"
7650,Bedlam can appear on the border (6),MAYHEM,"Definition: Bedlam
MAY=”can” + HEM=”border”"
7651,Set up mine in the arena (7),COCKPIT,"Definition: arena
COCK=ready a gun for firing=”Set up” + PIT=”mine”"
7652,Military cap is used: it’s a knockout (5),SHAKO,"Definition: Military cap
SH (Second Hand)=”used” + A + KO (knock out)"
7653,"Inspect small instrument and be quick about it (4,5)",LOOK SHARP,"Definition: be quick about it 
LOOK=”Inspect” + S (small) + HARP=”instrument”"
7654,Talk about sporting event on Sunday (7),DISCUSS,"Definition: Talk about
DISCUS=”sporting event” + S (Sunday)"
7655,A politician has one form of defence (5),ALIBI,"Definition: form of defence
A + LIB (liberal)=”politician” + I=”one”"
7656,Drug tea? It excited a feeling of appreciation (9),GRATITUDE,"Definition: feeling of appreciation
(drug tea it)*"
7657,Girl gets thanks when taking control (6),THELMA,"Definition: Girl
TA=”thanks” around HELM=”control”"
7658,Fabric for attorney’s cloak (6),DAMASK,"Definition: Fabric
DA (district attorney) + MASK=”cloak”"
7659,People mobbing a bishop in Reading (9),NARRATION,"Definition: Reading
NATION=”People” around A + RR (Right Reverend)=”bishop” *Edit thanks to Hovis*"
7660,Sleep in a container on a mountain (9),ANNAPURNA,"Definition: mountain
a mountain in Nepal
 NAP=”sleep” inside AN URN=”a container” + A"
7661,Situation in which bounder falls (7),CASCADE,"Definition: falls
CASE=”Situation” around CAD=”bounder”"
7662,Groundwork used to catch fish — about a ton (6),BASICS,"Definition: Groundwork
BASS=”fish” around: I=one=”a” + C=100 or “ton” in Roman numerals"
7663,Reckoning to eat a bird — part of the breast (7),STERNUM,"Definition: part of the breast
SUM=”Reckoning” around TERN=”bird”"
7664,Bitterness over work and career (6),GALLOP,"Definition: career
“career” as in move quickly
 GALL=”Bitterness” + OP=”work”"
7665,Note academic’s position in the field (3-2),MID-ON,"Definition: position in the field
a fielding position in cricket
 MI=”Note” as in do-re-mi; DON=”academic”"
7666,Pole’s longing to be fashionable (5),SWISH,S (South)=”Pole” + WISH=”longing”
7667,Greek character pinned by relatively insignificant monster … (8),MINOTAUR,TAU=”Greek [alphabet] character” inside MINOR=”relatively insignificant”
