,Clue,Answer,Explanation
11460,"I don’t care for redundant advice to onanist (6,8)",PLEASE YOURSELF,"I don’t care for redundant advice to onanist (6,8)
You don’t need to tell an onanist to **PLEASE YOURSELF**, as that is waht an onanist (a masturbator) does!"
11461,Pin-up picture of national leaders of empire (6),NIPPON,"Pin-up picture of national leaders of empire (6)
**<=PIN** [*up*] + **P**(icture) **O**(f) **N**(ational) [*leaders*] 
*Nippon is another name for Japan, especially when it was an empire.*"
11462,"Right to enter costliest wine order three days before Christmas (6,8)",WINTER SOLSTICE,"Right to enter costliest wine order three days before Christmas (6,8)
**R** (right) *to enter* ***(costliest wine)** [anag:*order*]"
11463,"Spiritualism and honour, I see (5)",OBEAH,"Spiritualism and honour, I see (5)
**OBE** (Order of the British Empire, an “honour”) + **AH** (I see!) 
*Obeah is a system of spiritual and healing beliefs which sprung up among slaves in the West Indies.*"
11464,Devils oddly not into temptation for fun (7),LEISURE,"Devils oddly not into temptation for fun (7)
(d)**E**(v)**I**(l)**S** [*oddly not*] *into* **LURE** (“tempation”)"
11465,"Previously on holiday here, in French circle by virtue of job (2,7)",EX OFFICIO,"Previously on holiday here, in French circle by virtue of job (2,7)
**EX** (“previously”) + **OFF** (“on holiday”) + **ICI** (“here” in French) + **O** (circle)"
11466,"Switch positions to contain the risk, just in case (2,3,3,6)",ON THE OFF CHANCE,"Switch positions to contain the risk, just in case (2,3,3,6)
**ON** + **OFF** (“switch positions”) *to contain* **THE** + **CHANCE** (“risk”)"
11467,"Doctor’s instruction has carrier admitting refusal to return weapon (2,2,4)",DO NO HARM,"Doctor’s instruction has carrier admitting refusal to return weapon (2,2,4)
**<=**(**HOD** (brick “carrier”) *admitting* **NO** (“refusal”)) [*to return*] + **ARM** (“weapon”), so **D(ON)OH-ARM**"
11468,The Financial Times will source properly (4),WELL,"The Financial Times will source properly (4)
**WE’LL** (“The Financial Times will”) + double definition"
11469,"Quiet time surrounded by deer, dogs and ponies (9)",SHETLANDS,"Quiet time surrounded by deer, dogs and ponies (9)
**SH** (“quiet”) + **T** (time) *surrounded by* **ELANDS** (“deer”) 
*Elands are antelopes, but are also known as Eland Deer, and the word “eland” comes from a Dutch word for “elk” or “moose”, which in turn comes from a Lithuanian word for “deer”.*
 
The solution refers to Shetland Sheepdogs (aka Shelties) and Shetland ponies."
11470,"Within campus, deep suspicion rises and accelerates (6,2)",SPEEDS UP,"Within campus, deep suspicion rises and accelerates (6,2)
Hidden [*within*] “cam**PUS DEEP S**uspicion” backwards [*rises*]"
11471,"Little Spar from which many pensioners emerged (4,4)",BABY BOOM,"Little Spar from which many pensioners emerged (4,4)
**BABY** (“little”) + **BOOM** (“spar”) 
*After the Second World War, there was a spike in the birth rate, so many of the children born then would now be pensioners.*"
11472,Pretentious display of well done party (7),BRAVADO,"Pretentious display of well done party (7)
**BRAVA** (“well done!”) + **DO** (“party”)"
11473,"Start a hole to convert tee-shirts into shirts (3,3)",TEE OFF,"Start a hole to convert tee-shirts into shirts (3,3)
*To convert* tee-shirts *into* shirts, you take the **TEE OFF**. 
*The definition refers to teeing off in golf.*"
11474,"At the end of three months, it glows (5)",EMBER,"At the end of three months, it glows (5)
**EMBER** is found *at the end of three months* (SeptEMBER, NovEMBER and DecEMBER)"
11475,Stiff material to resist something battering (7),BUCKRAM,"Stiff material to resist something battering (7)
**BUCK** (“to resist”) + **RAM** (“something battering”)"
11476,"In Panama, say, a little place where I live (7)",HABITAT,"In Panama, say, a little place where I live (7)
*in* **HAT** (“panama, perhaps”) **A BIT** (“a little”)"
11477,"Dispose of bushy hair — revolting! (3,2)",MOP UP,"Dispose of bushy hair — revolting! (3,2)
**MOP** (“budhy hair”) + **UP** (“revolting”)"
11478,"Queens’ man‘s worry — knee being wrenched (3,6)",NEW YORKER,"Queens’ man‘s worry — knee being wrenched (3,6)
***(worry knee)** [anag:*being wretched*]"
11479,"A stock Guardian figure? (5,9)",STORE DETECTIVE,"A stock Guardian figure? (5,9)
Cryptic definition"
11480,"Feel sick, having eaten fish (4)",EELS,"Feel sick, having eaten fish (4)
Hidden in [*having eaten*] “f**EEL S**ick”"
11481,Rich supply of water awaiting attention (4-2-2),WELL-TO-DO,"Rich supply of water awaiting attention (4-2-2)
**WELL** (“supply of water”) + **TO-DO** (“awaiting attention”)"
11482,Solvers are excellent people (8),CRACKERS,"Solvers are excellent people (8)
Double definition"
11483,Mark returns to school (4),ETON,"Mark returns to school (4)
**<=NOTE** (“mark” *returns*)"
11484,"Sensational items for dressmaker (4,3,7)",PINS AND NEEDLES,"Sensational items for dressmaker (4,3,7)
**PINS** **AND** **NEEDLES**, as well as being dressmakers’ items, is also a sensation."
11485,Old dog in races is not inhibited (9),EXTROVERT,"Old dog in races is not inhibited (9)
**EX** (“old”) + **ROVER** (“dog”) *in* **T.T.** (Tourist Trophy “races”)"
11486,Unmarried parent is not the same (5),OTHER,"Unmarried parent is not the same (5)
(m)**OTHER** (“parent”) without the M (married), so unmarried"
11487,"It beat time, a guide when one’s at sea (7)",SEXTANT,"It beat time, a guide when one’s at sea (7)
**SEX** (“it”) + **TAN** (“beat”) + **T** (time)"
11488,Can bees suffer want? (7),ABSENCE,"Can bees suffer want? (7)
***(can bees) **[anag:*suffer*]"
11489,Paper initially backing up main files (4),BUMF,"Paper initially backing up main files (4)
[*initially*] **B**(acking) **U**(p) **M**(ain) **F**(iles)"
11490,"London, for example, wins one away from Uber — it reduces profits (7,5,3)",CAPITAL GAINS TAX,"London, for example, wins one away from Uber — it reduces profits (7,5,3)
**CAPITAL** (“London, for example”) + **GAINS** (“wins”) + I (one) [*away from*] **TAX**(i) (“Uber”)"
11491,Man is rugby forward (6),RUPERT,"Man is rugby forward (6)
**RU** (“rugby” union) + **PERT** (“forward”)"
11492,"Sullen, introducing new poem of lament (6)",MONODY,"Sullen, introducing new poem of lament (6)
**MOODY** (“sullen”) *introducing* **N** (new)"
11493,Say in what way it’s a gun (8),HOWITZER,"Say in what way it’s a gun (8)
Homophone [*say*] of **HOW IT’S A** (“in what way it’s a”)"
11494,"Cabbage badger doesn’t finish; firm, large one (8)",BROCCOLI,"Cabbage badger doesn’t finish; firm, large one (8)
**BROC**(k) (“badger” *doesn’t finish*) + **Co.** (company, so “firm”) + **L** (large) + **I** (one)"
11495,"Be brave, like an unfortunate boxer? (4,2,2,3,4)",TAKE IT ON THE CHIN,"Be brave, like an unfortunate boxer? (4,2,2,3,4)
An unfortunate boxer may “take it on the chin”"
11496,"Got roped in to play, explosively ruining it? (10)",TORPEDOING,"Got roped in to play, explosively ruining it? (10)
***(get roped in)** [anag:*to play*]"
11497,"Magistrates and newspapers in strenuous exercise (5,5)",BENCH PRESS,"Magistrates and newspapers in strenuous exercise (5,5)
**BENCH** (“magistrates”) + **PRESS** (“newspapers”)"
11498,"In brief, fine state of musical theatre (8)",OKLAHOMA,"In brief, fine state of musical theatre (8)
*In brief*, the state of “Oklahoma” is Ok (“fine”) and Oklahoma! is the name of a musical."
11499,Carelessly treading slope (8),GRADIENT,"Carelessly treading slope (8)
***(treading)** [anag:*carelessly*]"
11500,Somewhere to sleep with a girl (6),BERTHA,"Somewhere to sleep with a girl (6)
**BERTH** (“somewhere to sleep”) *with* **A**"
11501,Notice academics make extra charges (3-3),ADD-ONS,"Notice academics make extra charges (3-3)
**AD** (“notice”) + **DONS** (“academics”)"
11502,"Liberal toff re-elected, with many abstentions (4)",FREE,"Liberal toff re-elected, with many abstentions (4)
Hidden in “tof**F RE-E**lected” [*with many abstentions*]"
11503,Work out cost of keeping new member of royal family (6),PRINCE,"Definition: member of royal family
**PRICE** (“work out cost of”) *keeping* **N** (new)"
11504,Attack government protecting member with appeal (8),CHARMING,"Definition: with appeal
**CHIN** (“attack”) + **G** (government) *protecting* **ARM** (“member”)"
11505,Misrepresent Greta Thunberg’s principal goal (6),TARGET,"Definition: goal
***(greta)** [anag:*misrepresent*] + T(hunberg) [*‘s principal*]"
11506,Moan about having time to kill in rehearsal (8),PRACTICE,"Definition: rehearsal
**<=CARP** (“moan”, *about*) *having* **T** (time) + **ICE** (“to kill”)"
11507,Auditor’s welcome to settle up here (8),HIGHLAND,"Definition: up here
Homophone of [*auditor’s*] **HI** (“welcome”) + **LAND** (“to settle”)"
11508,Cows Conservative post-war prime minister lacking in character (6),CATTLE,"Definition: Cows
**C** (conservative) + (Clement) **ATTLE**(e) (“post-war prime minister”, *lacking* a *character*)"
11509,Novelist let fun film spread feeling of personal achievement (4-10),FULFILMENT,"Definition: feeling of personal achievement
(Will) **SELF** (“novelist”) + ***(let fun film)** [anag:*spread*]"
11510,"Cast urged actor to decrease uneven material (10,4)",IRON,"Definition: uneven material
***(urged actor)** [anag:*cast*] + **IRON** (“to decrease” i.e. to take away the creases)"
11511,Position evident in half our theories (6),FOURTH,"Definition: Position
Hidden [*evident*] in “hal**F OUR TH**eories”"
11512,Country remains divided by Unionist halving lead (8),REPUBLIC,"Definition: Country
**RELIC** (“remains”) *divided by* **U** *halving* **Pb** (chemical symbol for “lead”), so **RE(P(U)B)LIC**"
11513,About to charge to go round roundabout (8),INDIRECT,"Definition: roundabout
**RE** (“about”) *with* **INDICT** (“charge”) *going round*"
11514,Nine express disapproval (6),OBJECT,"Definition: Nine
Double definition, with the “nine” referring to the solution to 9ac, which was “target”"
11515,Humming line following first half of melody in chorus (8),SMELLING,"Definition: Humming
**L** (line)* following* [*first half of*] *MEL*(ody)* in* **SING** (“chorus”)"
11516,"Fail, after losing one’s nerve, to preserve courage (6)",BOTTLE,"Definition: Fail, after losing one’s nerve
Triple definition"
11517,Launches attempts to sell degrees (7),PITCHES,"Definition: Launches
Triple definition"
11518,Suspect guerrilla’s left to become resistance fighter (9),IRREGULAR,"Definition: resistance fighter
***(guerrila r)** [anag:*suspect*] which is guerilla with one of the Ls (for left) gone, however, I can’t see anything telling us to remove the L? 
*Edit: Going back to the previous blog, I see that the solution is simply “fighter”, with the “left to become resistance” part indicating that we need to replace an L with an R*"
11519,Language from mid-Carolina adopted by indigenous Americans (6),CREOLE,"Definition: Language
[*mid*] (car)**OL**(ina) *adopted by* **CREE** (“indigenous Americans”)"
11520,Broadcast tried to organise mass movement (4),HERD,"Definition: to organise mass movement
Homophone [*broadcast*] of **HEARD** (“tried”)"
11521,Agents infiltrating demonstration on an ethnic basis (8),RACIALLY,"Definition: on an ethnic basis
**CIA** (Criminal Intelligence Agency, so “agents”) *infiltrating* **RALLY** (“demonstration”)"
11522,Stupid aspect of personality a little bit curtailed (5),IDIOT,"Definition: Stupid
**ID** (“aspect of personality”) + **IOT**(a) (“a little bit”, *curtailed*)"
11523,Great having positive response for article that’s extremely dull (7),GREYEST,"Definition: extremely dull
**GRE**(a>**YES**)**T ***having* YES (“positive response”) *for* (instead of) A (“article”)"
11524,Closed urinals in need of refurbishment (7),INSULAR,"Definition: Closed
***(urinals)** [anag:*in need of refurbishment*]"
11525,Did volunteer take case of sweet wine? (7),OFFERED,"Definition: Did volunteer
[*case of*] (t)**OFFE**(e) (“sweet”) [*taken*] +** RED** (“wine”)"
11526,"Enlisting men wanting leadership, mounted men and men flanked by officer (9)",ENROLMENT,"Definition: Enlisting
(m)**EN** [wanting leadership] + [*mounted*] **<=OR** (other ranks, so “men”) + **MEN** flanked by **Lt.** (lieutenant, so “officer”)"
11527,Extremely popular artworks stripped of aesthetic value (8),CULTURAL,"Definition: of aesthetic value
**CULT** (“extremely popular”) + (m)**URAL**(s) [*stripped*]"
11528,Company set up suggestion boxes (7),COFFINS,"Definition: boxes
**Co.** (company) + [*set up*] **<=SNIFF** (“suggestion”)"
11529,Doing this up could bring a lump to one’s throat (7),NECKTIE,"Definition: Doing this up could bring a lump to one’s throat
Cryptic definition"
11530,Look after English embraced by local Spanish-speaking community (6),PUEBLO,"Definition: Spanish-speaking community
**LO** (“look”) *after* **E** (English) *embraced by* **PUB** (“local”)"
11531,University dons dancing nude without good reason (5),UNDUE,"Definition: without good reason
**U** (University) *dons* ***(nude)** [anag:*dancing*]"
11532,Image could be Apple’s way to extract money from gullible people (4),ICON,"Definition: Image
An i in front of something (as in iPod or iPad) is a feature of Apple products, so an **iCon** could be a way of extracting money from gullible people."
11533,Depressed? Do cocaine before farewell (7),CONCAVE,"Depressed? Do cocaine before farewell (7)
**CON** (“do”) +** C** (cocaine) *before* **AVE** (“fairwell”)"
11534,Grows into suits (7),BECOMES,"Grows into suits (7)
Double definition"
11535,"Person covering ground, state policeman initially going in front (5)",PAVER,"Person covering ground, state policeman initially going in front (5)
**AVER** (“state”) with **P**(oliceman) [*initially*] *going in front*"
11536,One could go off with detective working around schedule (9),DETONATOR,"One could go off with detective working around schedule (9)
**DET** (detective) + **ON** (“working”) + [*around*] **<=ROTA** (“schedule”)"
11537,"Can churchman approach sin? Characters inside clink set free (6,8)",PRISON CHAPLAIN,"Can churchman approach sin? Characters inside clink set free (6,8)
***(approach sin lin)** [anag:*set free*] where LIN is [*charcters inside*] (c)LIN(k)"
11538,Casually sleep with English scruff (4),NAPE,"Casually sleep with English scruff (4)
**NAP** (“casually sleep”) *with* **E** (English)"
11539,Peril not unusual for crime fighters (8),INTERPOL,"Peril not unusual for crime fighters (8)
***(peril not)** [anag:*unusual*]"
11540,"Former lover with big bosom, essentially models (8)",EXAMPLES,"Former lover with big bosom, essentially models (8)
**EX** (“former lover”) *with* **AMPLE** (“big”) + (bo)**S**(om) [*essentially*]"
11541,Like No Time to Die (4),PEER,"Like No Time to Die (4)
**PE**(t)**ER** (“die”, as in “peter out”) with *no* T (time)"
11542,Icon Columbo’s back with cigar: mill around like his character? (14),CRIMINOLOGICAL,"Icon Columbo’s back with cigar: mill around like his character? (14)
***(icon o cigar mill)** [anag:*around*] where O is (columb)O [*‘s back*]"
11543,"Foe messed with lieutenant’s head, TV ace making U-turn (5-4)",VOLTE-FACE,"Foe messed with lieutenant’s head, TV ace making U-turn (5-4)
***(foe l tv ace)** [anag:*messed*] where L is L(ieutenant)[*‘s head*]"
11544,Defence of Italy twice cut ball out (5),ALIBI,"Defence of Italy twice cut ball out (5)
***(i i bal)** [anag:*out*] where I I is Italy twice and BAL is BAL(l) [*cut*]"
11545,Turns down rubbish song’s intro (7),REFUSES,"Turns down rubbish song’s intro (7)
**REFUSE** (“rubbish”) + **S**(ong) [*‘s intro*]"
11546,Catches case of Columbo with ‘one more thing’ (4),COPS,"Catches case of Columbo with ‘one more thing’ (4)
[*case of*] **C**(olomb)**O** *with* **PS** (post script, so “one more thing”)"
11547,"Show respect for late ‘disheveled’ Peter Falk on a broadcast (5,5,3,2,3,4)",NEVER SPEAK ILL OF THE DEAD,"Show respect for late ‘disheveled’ Peter Falk on a broadcast (5,5,3,2,3,4)
***(disheveled peter falk on a)** [anag:*broadcast*]"
11548,Do search in the centre with others (6),ARREST,"Do search in the centre with others (6)
(se)**AR**(ch) [in the centre] *with* **REST** (“others”)"
11549,"Conclusion, say, to cover news about investigator (6)",ENDING,"Conclusion, say, to cover news about investigator (6)
**EG** (for example, so “say”) to cover **N N** (two “news”) *about* **DI** (detective inspector, so “investigator”), so **E(N(DI)N)G**"
11550,Being spiteful is beginning to be irritating (8),BITCHING,"Being spiteful is beginning to be irritating (8)
[*beginning to*] **B**(e) + **ITCHING** (“irritating”)"
11551,Covers preserve work that is special (8),CANOPIES,"Covers preserve work that is special (8)
**CAN** (“preserve”) + **OP** (opus, so “work”) + **I.E.** (“that is”) +** S** (special)"
11552,"Drug satisfied husband in the morning, dear, keeping hard with a source of supply (15)",METHAMPHETAMINE,"Drug satisfied husband in the morning, dear, keeping hard with a source of supply (15)
**MET** (“satisfied”) + **H** (husband) +**AM** (“in the morning”) + **PET** (“dear) *keeping* **H** (hard) *with* **A MINE** (“source of supply”)"
11553,They murder visitors around lake (10),STRANGLERS,"They murder visitors around lake (10)
**STRANGERS** (“visitors”) *around* **L** (lake)"
11554,Subordinate to screen detective might work like this? (10),UNDERCOVER,"Subordinate to screen detective might work like this? (10)
**UNDER** (“subordinate”) + **COVER** (“to screen”)"
11555,They join police with round going off: run in two seconds (8),SPLICERS,"They join police with round going off: run in two seconds (8)
**P**(o)**LICE** *with* O (“round”) *going off* + **R** (run) *in* **S S** (two “seconds”)"
11556,Recover arm: solve murders (8),REMOVALS,"Recover arm: solve murders (8)
***(arm solve) **[anag:*recover*]"
11557,Plain or flash coat for detective on street? (6),MODEST,"Plain or flash coat for detective on street? (6)
**MO** (“flash”, as in “a short time”) + [*coat for*] **D**(etectiv)**E** *on* **ST** (street)"
11558,Detective with charge that’s appropriate (6),PIRATE,"Detective with charge that’s appropriate (6)
**PI** (private investigator, so “detective”) *with* **RATE** (“charge”)"
11559,Watch out for intellect (4),MIND,"Watch out for intellect (4)
Double definition"
11560,Raised voices: Posh half cut on seaside jaunt? (8),SHOUTING,"Raised voices: Posh half cut on seaside jaunt? (8)
(po)**SH** [*half cut*] *on* **OUTING** (“seaside jaunt?”)"
11561,One letting off steam in police pen? (6),KETTLE,"One letting off steam in police pen? (6)
Double definition, the second realting to the practice of “kettling” used by police to control crowds."
11562,Alienate holy man in eastern mountains (8),ESTRANGE,"Alienate holy man in eastern mountains (8)
**ST** (saint, so “holy man”) *in* **E** (eastern) + **RANGE** (“mountains”)"
11563,"Addicted, as Sturgeon may be? (6)",HOOKED,"Addicted, as Sturgeon may be? (6)
Refers of course to the fish, not the Scottish First Minister!"
11564,Model draped around me? That’s Grace (5),POISE,"Model draped around me? That’s Grace (5)
**POSE** (“draped”) *around* **I** (“me”)"
11565,A married man gone abroad to fight at Troy (9),AGAMEMNON,"A married man gone abroad to fight at Troy (9)
***(a m man gone)** [anag:*abroad*] and semi &lit."
11566,Wait on American minister nursing temperature (6),ATTEND,"Wait on American minister nursing temperature (6)
**A** (American) + **TEND** (“minister”) *nursing* **T** (temperature)"
11567,Warning for wife that was large (7),EXAMPLE,"Warning for wife that was large (7)
**EX** (“wife that was”) + **AMPLE** (“large”)"
11568,"One hounding prince, you say – and his mum? (7)",HARRIER,"One hounding prince, you say – and his mum? (7)
Homophone [*you say*] of **HARRY** (“prince”) and **ER** (Elizabeth Regina, Queen Elizabeth) 
*Although a prince is often the son of a queen, using ER (as the setter does twice in this puzzle for Queen) is specific to queens with E as their first name, and neither Liz 1 or 2 had a son called Harry, so I think the clue should have said “gran” rather than “mum”. The question mark at the end is not enough.*"
11569,"Making out with Carol, dropping some Es (6)",SEEING,"Making out with Carol, dropping some Es (6)
**SING** (“Carol”) *dropping* (i.e. swallowing) *E E* (Es)"
11570,Cook a nice dhal? Diners might enjoy it (9),ENCHILADA,"Cook a nice dhal? Diners might enjoy it (9)
***(a nice dhal) **[anag:*cook*]"
11571,A longing often unexpressed by East Ender (5),AITCH,"A longing often unexpressed by East Ender (5)
**A** + **ITCH** (“longing”)"
11572,Ancient Greek edition I analysed in part (6),IONIAN,"Ancient Greek edition I analysed in part (6)
Hidden in [*in part*] “edit**ION I AN**alysed”"
11573,A lot of specially ground Jamaica pepper (8),ALLSPICE,"A lot of specially ground Jamaica pepper (8)
***(speciall)** [anag:**ground**] where SPECIALL is [*a lot of*] SPECIALL(y)"
11574,"Rich Liberal provoked, losing head (6)",LOADED,"Rich Liberal provoked, losing head (6)
**L** (Liberal) + (g)**OADED** (“provoked”, l*osing head*)"
11575,"Pudding problem at Johnson’s alma mater? (4,4)",ETON MESS,"Pudding problem at Johnson’s alma mater? (4,4)
**MESS** (“problem) *at* **ETON** ((Boris) “Johnson’s alma mater”)"
11576,Tired MI6 man devouring fish on way back (6),SLEEPY,"Tired MI6 man devouring fish on way back (6)
**SPY** (“MI6 man”) *devouring* **<=EEL** (“fish” *on the way back*)"
11577,Couturier exposed by assembly man (9),OUTFITTER,"Couturier exposed by assembly man (9)
**OUT** (“exposed”) *by* **FITTER** (“assembly man”)"
11578,Conclude changing leader is a provocation (5),TEASE,"Conclude changing leader is a provocation (5)
(c>**T**)**EASE** (“conclude”) *changing leader* (first letter) from C to T"
11579,"Miser moving slowly along, briefly upset (7)",NIGGARD,"Miser moving slowly along, briefly upset (7)
**<=DRAGGIN**(g) (“moving slowly along”, *briefly*, *upset*)"
11580,Clear one interrupting former judge (9),EXONERATE,"Clear one interrupting former judge (9)
**ONE** *interrupting* **EX** (“former”) + **RATE** (“judge”)"
11581,Evidence of ghetto Kenya largely erased (5),TOKEN,"Evidence of ghetto Kenya largely erased (5)
Hidden in “ghet**TO KEN**ya” [l*argely erased*]"
11582,Threaten corrupt grandee? Not at first (8),ENDANGER,"Threaten corrupt grandee? Not at first (8)
***(grandee n)** [anag:*corrupt*] where N is N(ot) [*at first*]"
11583,Naked bishop about to embrace one? (4),BARE,"Naked bishop about to embrace one? (4)
**B** (bishop) + **RE** (“about”)* to embrace* **A** (“one”)"
11584,Delete a timeline that’s inaccurate (9),ELIMINATE,"Delete a timeline that’s inaccurate (9)
***(a timeline)** [anag:*that’s inaccurate*]"
11585,"Puts on rubbish suit, type favoured by Rees-Mogg (9)",PINSTRIPE,"Puts on rubbish suit, type favoured by Rees-Mogg (9)
**PINS** (“puts”) *on* **TRIPE** (“rubbish”)"
11586,Bird that might be presented to you at Jimmy Choo’s? (8),SHOEBILL,"Bird that might be presented to you at Jimmy Choo’s? (8)
One shopping at a Jimmy Choo’s boutique would be presented with a **BILL** for **SHOE**s"
11587,Look after one’s bottom (4),REAR,"Look after one’s bottom (4)
Double definition"
11588,"Little mark left by wound, but very red? (7)",SCARLET,"Little mark left by wound, but very red? (7)
As -let is used to indicate a smaller version of something (as in notelet, or streamlet), a small scar (“little mark left by wound”) could be a **SCARLET**"
11589,Applauds revolutionary society locking up Her Maj (6),CHEERS,"Applauds revolutionary society locking up Her Maj (6)
**CHE** (Guevara, “revolutionary”) + **S** (society) *locking up* **ER** (the Queen, so “her Maj”)"
11590,Steps taken to deceive a heartless geisha (5),CONGA,"Steps taken to deceive a heartless geisha (5)
**CON** (“to deceive”) [*heartless*] **G**(eish)**A ***A bit pedantic, but the “a” in the clue is superfluous*"
11591,Crime of a penniless priest (5),ARSON,"Crime of a penniless priest (5)
(p)**ARSON** (“priest” with no P (penny), so *penniless*) 
*Again, the “a” is superfluous*"
11592,"He’s ripped on the outside, one very trim (5)",SHAVE,"He’s ripped on the outside, one very trim (5)
***(he’s)** [anag:ripped] *on the outside* of **A** (“one”) + **V** (very)"
11593,Liberal wearing tousled hair promises to be funny (9),HILARIOUS,"Liberal wearing tousled hair promises to be funny (9)
**L** (liberal) *wearing* ***(hair)** [anag:*tousled*] + **IOUS** (“promises” to pay)"
11594,Car seen racing over 100 by groups of spectators (9),AUDIENCES,"Car seen racing over 100 by groups of spectators (9)
**AUDI** (“car”) + ***(seen)** [anag:*racing*] *over* **C** (100)"
11595,"Swear at dog, tips of sausages eaten (5)",CURSE,"Swear at dog, tips of sausages eaten (5)
**CUR** (“dog”) + [*tips of*] **S**(ausages) **E**(aten)"
11596,Scottish hero — an expert climber? (7),WALLACE,"Scottish hero — an expert climber? (7)
A **WALL ACE** may be ace at climbing walls. 
*The Scottish hero is of course William Wallace, who was captured by the English about 200 yards from where I am sitting now.*"
11597,"Pocket for everyone in East­bourne, say, in retirement (7)",TROUSER,"Pocket for everyone in East­bourne, say, in retirement (7)
**U** (universal, so “for everyone”) in **<=RESORT** (“Eastbourne, say”) [*in retirement*]"
11598,Cat in the past goes round the bend (5),OUNCE,"Cat in the past goes round the bend (5)
**ONCE** (“in the past”) *goes round the* U (-bend)"
11599,Manage to exercise (3),RUN,"Manage to exercise (3)
Double definition"
11600,"Animal urinates over top of hedge, facing the other way (5)",SHEEP,"Animal urinates over top of hedge, facing the other way (5)
[*facing the wrong way*] **<=PEES** (“urinates”) *over* [*the top of*] **H**(edge)"
11601,Plots involve danger close to Paris (7),GARDENS,"Plots involve danger close to Paris (7)
***(danger)** [anag:*involve*] + [*close to*] (pari)**S**"
11602,"Moon about end of party, to act audaciously (3,2,2)",TRY IT ON,"Moon about end of party, to act audaciously (3,2,2)
**TRITON** (“moon” of Neptune) *about* [*end of*] (part)**Y**"
11603,Mathematical symbol displayed on a blackboard (5),NABLA,"Mathematical symbol displayed on a blackboard (5)
Hidden [displayed] in “o**N A BLA**ckboard” 
*In mathematics, nabla (aka del), which takes the shape of a triangle with the point facing downwards, is used in vector calculus. *"
11604,Authorised captive queen to be dropped into English sea (9),EMPOWERED,"Authorised captive queen to be dropped into English sea (9)
**POW** (prisoner of war, so “captive”) +** ER** (Elizabeth Regina, so “queen”) *to be dropped into* **E** (English) + **MED** (“sea”), so **E-M(POW-ER)ED**"
11605,To have shown fear in checked pants (9),CHICKENED,"To have shown fear in checked pants (9)
***(in checked)** [anag:*pants*]"
11606,Country‘s at home beyond spring (5),SPAIN,"Country‘s at home beyond spring (5)
**IN** (“at home”) *beyond* **SPA** (“spring”)"
11607,"English rock band, once big in the East? (4)",ASIA,"English rock band, once big in the East? (4)
Double definition. 
*Asia were much bigger in the USA than they were here, with only one of their albums reaching the top ten here, and only one single in the top 40.*"
11608,Bloke playing old fashionable instrument (8),MANDOLIN,"Bloke playing old fashionable instrument (8)
**MAN** (“bloke”) + ***(old)** [anag:*playing*] + **IN** (“fashionable”)"
11609,Wife’s present: divorcing husband at one time past (4),WERE,"Wife’s present: divorcing husband at one time past (4)
**W** (wife) + (h)**ERE** (“present”, *divorcing* H (husband)) 
*Don’t like the definition here.*"
11610,"Punishment for most of this cake being spongy, right? (5,3)",THICK EAR,"Punishment for most of this cake being spongy, right? (5,3)
[*most of*] **THI**(s) + ***(cake)** [anag:*being spongy*] + **R** (right)"
11611,Conservative leader to suffer defeat? Time for recess (6),CLOSET,"Conservative leader to suffer defeat? Time for recess (6)
**C** (conservative) [*leader*] + **LOSE** (“to suffer defeat) + **T** (time)"
11612,"£1,000 at first, young learner’s car reverses, collecting debts kindly (10)",GRACIOUSLY,"£1,000 at first, young learner’s car reverses, collecting debts kindly (10)
**G** (grand, so “£1,000”) [*at first*] + (**<=Y** (young) + **L** (learner) + **CAR**) [*reverses*] *collecting* **IOUS** (“debts”)"
11613,Seeks these at Wimbledon (6),COURTS,"Seeks these at Wimbledon (6)
Double definition"
11614,Ground lies surrounded by water (4),ISLE,"Ground lies surrounded by water (4)
***(lies)** [anag:*ground*] and &lit."
11615,"Grown apart, as not suitable (5)",WRONG,"Grown apart, as not suitable (5)
***(grown)** [anag:*apart*]"
11616,"English author, one left in river with powerboats? (5,5)",ADELE PARKS,"English author, one left in river with powerboats? (5,5)
**A** (“one”) + **L** (left) *in* (River) **DEE** *with* **P** (power) + **ARKS** (“boats”)"
11617,Mature writing with Apple device? (5),RIPEN,"Mature writing with Apple device? (5)
**R** (“writing”, one of the three Rs) + **iPEN** (*if Apple produced pens, they would inevitably prefix them with an i, as in iPad and iPhone*)"
11618,Writers’ blocks (8),NOTEPADS,"Writers’ blocks (8)
Cryptic definition"
11619,Outside bird caged by old metal (8),EXTERNAL,"Outside bird caged by old metal (8)
**TERN** (“bird”) *caged by* **EX** (“old”) + **Al** (chemical symbol for aluminium, so “metal”)"
11620,Talk with pet (6),RABBIT,"Talk with pet (6)
Double definition"
11621,Old queen is turning brown (6),SIENNA,"Old queen is turning brown (6)
(**<=ANNE** (“old queen”) +** IS**) [*turning*]"
11622,Cocaine stolen by family returning to prison (4),NICK,"Cocaine stolen by family returning to prison (4)
**C** (cocaine) *stolen by* **<=KIN** (“family”) [*returning*]"
11623,Woman has dirty laundry (4),WASH,"Woman has dirty laundry (4)
**W** (woman) + ***(has)** [anag:*dirty*]"
11624,American’s sci-fi novel under construction: centre of Earth is missing! (4),DUNE,"American’s sci-fi novel under construction: centre of Earth is missing! (4)
***(unde)** [anag:*construction*] where UNDE is (unde)r with [*centre of*] (ea)R(th) *missing*"
