,Clue,Answer,Explanation
4584,"Not Macbeth’s location – the Bard’s clueing is incorrect (9,6)",EDINBURGH CASTLE,"Definition: Not Macbeth’s location
An anagram of THE BARDS CLUEING – anagrind is ‘incorrect’"
4585,Cultural maven sadly resents taking in church (9),SCENESTER,"Definition: Cultural maven
An anagram of RESENTS (anagrind is ‘sadly’) round or ‘taking in’ CE (church) – another new word for us (along with ‘maven’!)"
4586,"Visitors taking time out, one’s surmised (5)",GUESS,"Definition: one’s surmised
GUES~~t~~S (visitors) with the ‘t’ (time) omitted or ‘taken out’"
4587,Story about most of equipment crumbling away? (7),FRIABLE,"Definition: crumbling away
FABLE (story) around RI~~g~~ (equipment) without the last letter or ‘most of’"
4588,A lot of commotion about the writer is showing impatience (5),FUMES,"Definition: is showing impatience
FUS~~s~~ (commotion) with the last letter omitted or ‘a lot of’ round ME (the writer)"
4589,Ambassador on horse taking out a bird (5),HERON,"Definition: bird
HE (His Excellency – ambassador) + RO~~a~~N (horse) with the ‘a’ omitted or ‘taken out’"
4590,Usual water supply: river secured by crew (10),MAINSTREAM,"Definition: Usual
MAINS (water supply) + R (river) in or ‘secured by’ TEAM (crew)"
4591,Girl’s name hidden in answers to some extent (4),NINA,"Definition: Girl’s name
Hidden in (‘to some extent’) ‘hiddeN IN Answers’ – could also be read as a cryptic definition of a Nina – but we can’t find one on this puzzle, apart from this answer!"
4592,One European in family’s the German: here’s another (9),ICELANDER,"Definition: another
I (one) + E (European) in CLAN (family) + DER (‘the’ in German)"
4593,Lead officer dished up port with hot hash (9),OCTOTHORP,"Definition: hash
OC (Officer Commanding, or ‘lead officer’) + an anagram of PORT and HOT – anagrind is ‘dished up’. This had us completely fooled as the word does not appear in Chambers – it is apparently the formal word for the ‘hash’ symbol"
4594,Revolutionary treatment restricting a male’s head pain (7),EARACHE,"Definition: head pain
CARE (treatment) reversed or ‘revolutionary’ round or ‘restricting’ A + HE (male)"
4595,Singer with good number? Absolutely (10),ALTOGETHER,"Definition: Absolutely
ALTO (singer) + G (good) + ETHER (number, as in something that numbs)"
4596,"Backer of multiple countries and mixed rule, I hope (9)",EUROPHILE,"Definition: Backer of multiple countries
An anagram of RULE I HOPE – anagrind is ‘mixed’"
4597,"It identifies the main restrictions on strand size (4,5)",TIDE TABLE,"A cryptic definition – ‘main’ being the sea, and ‘strand’ a beach, which will vary in size as the tide ebbs and flows"
4598,Surprising things displaying heat in wintry weather turned up (7),WONDERS,"Definition: Surprising things
RED (displaying heat) in SNOW (wintry weather) all reversed or ‘turned up’"
4599,URL giving promotional material on fashion item (7),ADDRESS,"Definition: URL
AD (promotional material) + DRESS (fashion item)"
4600,"Sound of accent, Welsh in flavour (5)",TWANG,"Definition: Sound of accent
W (Welsh) in TANG (flavour)"
4601,"Unusual path taken, encountering Queen later (5)",OUTRE,"Definition: Unusual
ROUTE (path taken) with the ‘R’ (queen) occurring later"
4602,Worry about to appear in financial publication (4),FRET,"Definition: Worry
RE (about) ‘appearing’ in FT (Financial Times – financial publication)"
4603,Romance early in the day time is less hot (5),AMOUR,"Definition: Romance
AM ~~h~~OUR (early in the day time) without or ‘less’ H (hot)"
4604,"Hazel, be it nuts or a girl’s name (9)",ELIZABETH,"Definition: a girl’s name
An anagram of HAZEL BE IT – anagrind is ‘nuts’"
4605,"Fix ballet dancer’s garment with pocket (5,4)",TIGHT SPOT,"Definition: Fix
TIGHTS (ballet dancer’s garment) POT (pocket – as in snooker)"
4606,Soft on British reactionary type (5),BLIMP,"Definition: reactionary type
LIMP (soft) after or ‘on’ B (British)"
4607,"Time span covered by ailing son in disgusted writer’s home? (9,5)",TUNBRIDGE WELLS,"Definition: disgusted writer’s home?
T (time) + BRIDGE (span) in or ‘covered by’ UNWELL (ailing) S (son)"
4608,Wild creature ’as to go to the gallows (7),MUSTANG,"Definition: Wild creature
MUST ‘ANG (has to go to the gallows, dropping the ‘h’)"
4609,Take cap off emollient less rarely (7),OFTENER,"Definition: less rarely
~~s~~OFTENER (emollient) without the first letter, or ‘taking the cap off’"
4610,"Terrible slander borne by trapper who has a very junior partner (6,8)",CRADLE SNATCHER,"Definition: who has a very junior partner
An anagram of SLANDER (anagrind is ‘terrible’) in or ‘borne by’ CATCHER (trapper)"
4611,Produce litter with assistance (5),WHELP,"Definition: Produce litter
W (with) HELP (assistance)"
4612,"Brazilian music to dominate a cricket ground endlessly (5,4)",BOSSA NOVA,"Definition: Brazilian music
BOSS (dominate) AN OVA~~l~~ (a cricket ground) with the last letter omitted, or ‘endlessly’"
4613,"Second small note, [name redacted]’s bribe (9)",SWEETENER,"Definition: bribe
S (second) WEE (small) TEN~~n~~ER (note) with one ‘n’ (name) omitted or ‘redacted’"
4614,"Entertained by sheikh, a king is something drab (5)",KHAKI,"Definition: something drab
Hidden in or ‘entertained by’ sheiKH A KIng"
4615,Flexible assistant has front of head almost against stomach (8),FACTOTUM,"Definition: Flexible assistant
FAC~~e~~ (front of head) without the last letter or ‘almost’ TO (against) TUM (stomach)"
4616,"Who made viewers petrified, with lack of booze about? (6)",GORGON,"Definition: Who made viewers petrified
NO GROG (lack of booze) reversed or ‘about’"
4617,"Irish in tune with the others, raised standards (8)",CRITERIA,"Definition: standards
IR (Irish) in AIR (tune) ETC (the others) all reversed or ‘raised’"
4618,Garment’s edge with soft cord material (4),HEMP,"Definition: cord material
HEM (garment’ edge) P (soft)"
4619,"Burly forester’s cramped place of business? (6,4)",LITTLE JOHN,"Definition: Burly forester
LITTLE (cramped) JOHN – an alternative name for a toilet, or ‘place of business’"
4620,Vocalise hostility before one emerges from temper (6),WARBLE,"Definition: Vocalise 
WAR (hostility) B~~i~~LE (temper) with the ‘I’ (one) omitted or ‘emerging from’"
4621,"Wine to pass to the next buyer, including note (8)",SEMILLON,"Definition: Wine
SELL ON (pass to the next buyer) round or ‘including’ MI (note)"
4622,Deceptively build up serving of mushy peas (4),HYPE,"Definition: Deceptively build up 
Hidden in or a ‘serving of’ musHY PEas"
4623,"North Sea location of tracker funds holder (6,4)",DOGGER BANK,"Definition: North Sea location
DOGGER (tracker) BANK (funds holder)"
4624,"Make a third traversal, shortly turning up one spelling? (8)",SORCERER,"Definition: one spelling?
RE-RECROS~~s~~ (recross again – a third traversal) without the last letter or ‘shortly’ and reversed or ‘turning up’"
4625,Three-letter acronym in end of document is annoying singers (8),TITLARKS,"Definition: singers
TLA (three letter acronym) in T (last letter or ‘end’ of document) IRKS (is annoying)"
4626,"Something else from new arrivals not having left area (4,4)",RARA AVIS,"Definition: Something else
An anagram of ARRIVA~~l~~S without the ‘l’ (left) and A (area) – anagrind is ‘new’ – a new phrase for us!"
4627,Subordinate’s responsibility to limit twisted games (6),DEPUTY,"Definition: Subordinate
DUTY (responsibility) around or ‘limiting’ PE (games) reversed or ‘twisted’"
4628,"Kerfuffle with leak, finally replacing internal hard water pipe (6)",HOOKAH,"Definition: water pipe
HOO–~~h~~AH (kerfuffle) with K (last or final letter of ‘leak’) replacing the ‘internal’ ‘h’ (hard)"
4629,"They’re narrow, boring, answerless, regularly censored (4)",AWLS,"Definition: They’re narrow, boring
Every third letter (‘regularly censored’) of AnsWerLesS – we were not sure about the inclusion of ‘narrow’ but as Chambers defines awls as ‘pointed instruments for boring small holes’ they would agree that they have to be narrow."
4630,"Supple, small nose (4)",SPRY,"Definition: Supple
S (small) PRY (nose)"
4631,"Eliminates strikes, ousting leader (5)",WIPES,"Definition: Eliminates
~~s~~WIPES (strikes) with the first letter omitted, or ‘ousting leader’"
4632,Vessel capsizes: guerrilla (Communist) killed (9),BUTCHERED,"Definition: killed
TUB (vessel) reversed or ‘capsized’ + CHE (Guevara – guerrilla) + RED (Communist)"
4633,"Weedy boyfriend loses head? Wrong, surprisingly (9)",OVERGROWN,"Definition: Weedy
~~l~~OVER (boyfriend) with the first letter omitted or ‘losing head’ + an anagram of WRONG – anagrind is ‘surprisingly’"
4634,No American recalled member of ancient civilisation (5),MAYAN,"Definition: member of ancient civilisation
NAY (no) AM (American) all reversed or ‘recalled’"
4635,Absent-minded son races through coral reef (6),SCATTY,"Definition: Absent-minded
S (son) + TT (races) in or ‘through’ CAY (coral reef)"
4636,Female has trouble fitting into this French fabric (8),CHENILLE,"Definition: fabric
HEN (female) ILL (trouble) ‘fitting’ in CE (French for ‘this’)"
4637,"Free, as roof slates are (2,3,5)",ON THE HOUSE,"Definition: Free
Roof slates would be found ‘ON THE HOUSE’"
4638,Innocent creature hit soundly (4),LAMB,"Definition: Innocent creature
Sounds like LAM (hit)"
4639,German fellow backed Britain? Right (4),KURT,"Definition: German fellow
UK (Britain) reversed or ‘backed’ RT (right)"
4640,One gallery housing other things new from Rome or Venice? (10),ITALIANATE,"Definition: from Rome or Venice?
I (one) TATE (gallery) round or ‘housing’ ALIA (other things) N (new)"
4641,Faction detains scoundrel engaged in revolutionary activity (8),WHEELING,"Definition: revolutionary activity
WING (faction) round or ‘detaining’ HEEL (scoundrel)"
4642,Count Conservative results – no end of surprise towards the end! (6),CENSUS,"Definition: Count
C (Conservative) ENSU~~e~~S (results) with the second ‘e’ (last letter or ‘end’ of ‘surprise’) omitted"
4643,Consumed seconds of lean bacon before mid-morning (5),EATEN,"Definition: Consumed
Second letters of lEan bAcon + TEN (mid-morning)"
4644,"Pledge to preserve ancient period of prosperity (6,3)",GOLDEN AGE,"Definition: period of prosperity
GAGE (pledge – a new one for us) round or ‘preserving’ OLDEN (ancient)"
4645,"Rejects blue variety acts for starters (5,4)",TURNS DOWN,"Definition: Rejects
DOWN (blue) with TURNS (variety acts) in front or ‘for starters’"
4646,"Who’s adversary, extremely drunk, consumes beer? (5)",DALEK,"Definition: Who’s adversary
DK (first and last letters, or ‘extremes’ of ‘drunk’) round or ‘consuming’ ALE (beer)"
4647,First of dinners two cooks prepared for music festival (9),WOODSTOCK,"Definition: music festival
An anagram of D (first letter of ‘dinners’) and TWO COOKS – anagrind is ‘prepared’"
4648,Religious painting specifically saved by school’s fund-raisers (5),PIETA,"Definition: Religious painting
IE (that is, or ‘specifically’) in or ‘saved by’ PTA (Parent-Teacher Association – school’s fund-raisers)"
4649,These GIs arranged to visit places of interest (8),SIGHTSEE,"Definition: visit places of interest
An anagram of THESE GIS – anagrind is ‘arranged’"
4650,Thus take name of offending footballer – reserve? (4),BOOK,Double definition
4651,"Music maker compiled new hit list (3,7)",TIN WHISTLE,"Definition: Music maker
An anagram of NEW HIT LIST – anagrind is ‘complied’"
4652,Kind fellow in the shade (6),HUMANE,"Definition: Kind
MAN (fellow) in HUE (shade)"
4653,"Type of apple served at Buckingham Palace garden party? (5,4)",ROYAL GALA,"Definition: Type of apple
A Buckingham Palace garden party might be described as a ROYAL GALA"
4654,"Old poet departs, climbing mountain (5)",DANTE,"Definition: Old poet
D (departs) + ETNA (mountain) reversed or ‘climbing’"
4655,"Monday 10 October – at last, I’ll cross that country (10)",MONTENEGRO,"Definition: country
MON (Monday) TEN (10) + R (last letter of ‘October’) in or being ‘crossed’ by EGO (I)"
4656,"Somewhat modest start here, possibly (5-4)",THREE-STAR,"Definition: Somewhat modest
An anagram of START HERE – anagrind is ‘possibly’"
4657,Complains meal has neck end and rump? (9),BEEFSTEAK,"Definition: rump? 
BEEFS (complains) TEA (meal) + K (last letter or ‘end’ of ‘neck’)"
4658,Source of oil deep-sea divers found beneath river (8),RAPESEED,"Definition: Source of oil
An anagram of DEEP–SEA (anagrind is ‘divers’) after or ‘under’ in a down clue R (river)"
4659,Parking strips for transport (6),PLANES,"Definition: transport
P (parking) LANES (strips)"
4660,Forcibly take wife on holiday (5),WREST,"Definition: Forcibly take
W (wife) REST (holiday)"
4661,Pious type takes entire seat in church (5),STALL,"Definition: seat in church 
ST (saint – pious type) ALL (entire)"
4662,Family locked up in penal colony (4),CLAN,"Definition: Family
Hidden and reversed (‘backed up’) in peNAL Colony"
4663,Corsican relative welcomes another European round (8),NAPOLEON,"Definition: Corsican
NAN (relative) round or ‘welcoming’ POLE (another European) O (round)"
4664,"After game, males close to hostelry like an alcoholic drink (5)",RUMMY,"Definition: like an alcoholic drink
RU (Rugby Union – game) + MM (two males) + Y (last letter or ‘close’ to ‘hostelry’)"
4665,"Motor racing driver in constant pursuit, nicking second (6)",PIQUET,"Definition: Motor racing driver
PI (mathematical constant) + QUE~~s~~T (pursuit) without or ‘nicking’ S (second)"
4666,"Peer at rhubarb mould (5,3)",NOBLE ROT,"Definition: mould
NOBLE (peer) ROT (rhubarb)"
4667,Jock’s neat piece of turf encloses end of garden (4),SNOD,"Definition: Jock’s neat
SOD (piece of turf) round or ‘enclosing’ N (last letter or ‘end’ of ‘garden’)"
4668,Adolescent returned carrying week old bread for horses here (9),NEWMARKET,"Definition: horses here
TEEN (adolescent) reversed or ‘returned’ round or ‘carrying’ W (week) MARK (old ‘bread’ – money)"
4669,Female swallow disrupts British baseball team (7),BEATRIX,"Definition: Female
EAT (swallow) inside or ‘disrupting’ BR (British) IX (the number in a baseball team)"
4670,Lighter players primarily concerning Newcastle United FC (7),PONTOON,"Definition: Lighter
P (first letter of players or ‘primarily’) ON (concerning) TOON (Newcastle United FC)"
4671,"Rob, puffed, audibly needing shade (5-4)",STEEL-BLUE,"Definition: shade
STEEL + BLUE sounding like or ‘audibly’ STEAL (rob) and BLEW (puffed)"
4672,Crow and rook occupying land (4),BRAG,"Definition: Crow
R (rook) inside or ‘occupying’ BAG (land)"
4673,Doctor beginning to nurse joint somewhere in East Anglia (8),FAKENHAM,"Definition: somewhere in East Anglia
FAKE (doctor) N (first letter or ‘beginning’ of nurse) HAM (joint)"
4674,Flapper getting cry of approval around carnival site (6),ORIOLE,"Definition: Flapper
OLE (cry of approval) around RIO (carnival site)"
4675,One used to Stoke Fair cuts through (5),POKER,"Definition: One used to Stoke
OK (fair) inside PER (through). Joyce was unsure about the parsing of this one although she solved the clue. It was another one of those times that Bert reminded her that PER was derived from the Latin (she studied German when she was at school!)."
4676,Cook in army emptying the water (8),IRRIGATE,"Definition: water
RIG (cook) in IRA (army) + T~~h~~E (first and letters only or ‘emptied’)"
4677,"What’s exhibited by hospital residents, spread around nice ground (8)",PATIENCE,"Definition: What’s exhibited by hospital residents
PATE (spread) around an anagram of NICE (anagrind is ‘ground’). Scorpion has obviously never met Joyce’s 92 year old father."
4678,Mirthful business recalled during early summer date (6),JOCUND,"Definition: Mirthful
CO (business) reversed or ‘recalled’ inside JUN (early Summer) + D (date)"
4679,Money Annie distributed heading for Laura’s celebration? (10),CENTENNIAL,"Definition: celebration
CENT (money) + an anagram of ANNIE (anagrind is ‘distributed) + L (first letter or ‘heading’ for Laura)"
4680,Anonymous topless beefcake currently showing rear-end to hen (7),UNKNOWN,"Definition: Anonymous
~~h~~UNK (beefcake) with first letter missing or ‘topless’ NOW (currently) N (last letter or ‘rear-end’ to hen)"
4681,College bar’s storage bin (4),CRIB,"Definition: storage bin
C (college) RIB (bar)"
4682,"Setter’s paper requiring two sides on Othello? Surely not (2,4)",MY FOOT,"Definition: Surely not
MY FT (setter’s paper) around OO (the two ends of Othello)"
4683,Carnivore seeing me with nosh grabs middle of turkey (7),MEERKAT,"Definition: Carnivore
ME + EAT (nosh) around RK (middle letters of turkey)"
4684,Open – where novice darts players make an impression? (5-5),ABOVE-BOARD,"Definition: Open
A play on the fact that novice darts players aiming for 20 may end up here, although Joyce remembers throwing darts when she was younger which ended up on the floor."
4685,Collar Bernie at intervals during beat (3-4),TIE-NECK,"Definition: Collar
bErNiE (odd letters only or ‘at intervals) inside or ‘during’ TICK (beat)"
4686,"Old fryer turned up behind schedule without making an effort (2,1,5)",ON A PLATE,"Definition: without making an effort
O (old) PAN (fryer) reversed or ‘turned up’ LATE (behind schedule)"
4687,"According to Spooner, cast help overly cautious person (3,4)",OLD MAID,"Definition: overly cautious person
A Spoonerism of MOULD (cast) AID (help)"
4688,Manuel’s OK outside mincing seafood (6),SCAMPI,"Definition: seafood
SI (OK in Spanish – presumably relating to Manuel the waiter in Fawlty Towers) around or ‘outside’ CAMP (mincing)"
4689,Diarist Jones neglecting time span (6),BRIDGE,"Definition: span
BRIDGE~~t~~ (diarist as in Bridget Jones) without or ‘neglecting’ T (time)"
4690,They’re seen in packs rambling on German mountains (4),HARZ,"Definition: German mountains
HARZ (German range of mountains which sounds like HEARTS (seen in packs of cards). ‘Rambling’ refers to the fact that it ‘sounds like’. This was our last one in. We have to admit that we needed a search in Wiki to find it. *Thanks for pointing out the typo.*"
4691,Rabble-rouser encouraged to consume health food (9),FIREBRAND,"Definition: Rabble-rouser
FIRED (encouraged) around or ‘consuming’ BRAN (health food)"
4692,A little difficulty? Not quite (5),SCRAP,"Definition: A little
SCRAP~~e~~ (difficulty) with last letter missing or ‘not quite’"
4693,Body part‘s injury (not head) (3),ARM,"Definition: Body part
~~h~~ARM (injury) with first letter missing or ‘not head’"
4694,"What about confectionery warning signal? It’s a sound arrangement (4,7)",ECHO CHAMBER,"Definition: It’s a sound arrangement
EH (what) around CHOC (confectionery item) AMBER (warning signal)"
4695,Subject of crack beginning to belabour individual (4),BONE,"Definition: Subject of crack
B (beginning letter of belabour) ONE (individual)"
4696,Police caught lad misbehaving – a minor fault (10),PECCADILLO,"Definition: a minor fault 
An anagram of POLICE C (caught) LAD (anagrind is ‘misbehaving’)"
4697,Dead item – dead before being eaten by a lion on the rampage (8),DOORNAIL,"Definition: Dead item
D (dead) + OR (before – archaic) inside an anagram of A LION (anagrind is ‘on the rampage’). This was our LOI and we had to resort to a wordsearch as time was running short. We kicked ourselves when we realised what the answer was but we couldn’t work out what ‘OR’ was until we checked Chambers. A new one on us."
4698,Sponsors requiring slight change to opinions (6),ANGELS,"Definition: Sponsors
ANGLES (opinions) with a slight change of letters"
4699,Cat article omitted from main collection (6),OCELOT,"Definition: Cat
OCE~~an~~ (main) with AN (article) omitted LOT (collection)"
4700,Indigenous movement fronted by cheats receiving money (8,DOMESTIC,"Definition: Indigenous
TIC (movement) after or being ‘fronted by’ DOES (cheats) around M (money)"
4701,Energetic person who’s working with Europe (10),POWERHOUSE,"Definition: Energetic person
An anagram of WHO’S and EUROPE (anagrind is ‘working’). We enjoyed this clue, perhaps we ought to send it to Nigel Farage."
4702,"Moroccan tree, Arabic twice over (4)",ARAR,"Definition: Moroccan tree
AR (Arab) repeated or ‘twice over’"
4703,"Over a large amount – product of eleven and sixty, perhaps (11)",EXTENSIVELY,"Definition: Over a large amount
An anagram of ELEVEN and SIXTY (anagrind is ‘perhaps’)"
4704,New Zealander heading off Maori group (3),IWI,"Definition: Maori group
~~k~~IWI (New Zealander) with first letter missing or ‘heading off’ – a new word for us – Phi’s antipodean side coming out!"
4705,"Fibre is twisted, one extracted from canvas (5)",SISAL,"Definition: Fibre
IS (reversed or ‘twisted’) SA~~i~~L (canvas) with I (one) missing or ‘extracted’"
4706,"Adolescent’s birthday – partying for it, then sex (9)",SIXTEENTH,"Definition: Adolescent’s birthday
An anagram of IT THEN SEX (anagrind is ‘partying’)"
4707,Puncture on curve? (Not new lorry) (7),FLATBED,"Definition: lorry
FLAT (puncture) BE~~n~~D (curve) without N (new)"
4708,"What’s chap never poked into flower? Probably not this! (5,4)",ROMAN NOSE,"Definition: this!
NO MAN (chap never) inside or ‘poking into’ ROSE (flower)"
4709,Raised money when one’s short (4),BRED,"Definition: Raised
BRE~~a~~D (money) without or ‘short’ of A (one)"
4710,A substantial cut limiting grant affecting sporting activities? (8),ATHLETIC,"Definition: affecting 
A THIC~~k~~ (substantial) without last letter or ‘cut’ around or ‘limiting’ LET (grant)"
4711,Boil half-lanced? Sitting upright month later (6),DECOCT,"Definition: Boil
CED (half of lanced) reversed or ‘sitting upright’ OCT (month)"
4712,"Rock fan involved in scandal with REM (4,6)",SLAM DANCER,"Definition: Rock fan
An anagram of SCANDAL and REM (anagrind is involved’)"
4713,"Defiant, unpleasant expression raised about book (5)",REBEL,"Definition: Defiant
LEER (unpleasant expression) reversed or ‘raised’ about B (book)"
4714,Queen latterly shunning drawing-rooms considered high-risk (7),PARLOUS,"Definition: considered high-risk
PARLOU~~r~~S (drawing rooms) without R (Queen). ‘Latterly’ indicates that it is the second ‘r’ that is removed."
4715,Drain once demolished over litre of hormonal material (10),ENDOCRINAL,"Definition: of hormonal material
An anagram of DRAIN ONCE (anagrind is ‘demolished’) + L (litre)"
4716,Effort expending one bit of energy while holding to force (9),EXTORTION,"Definition: force
EX~~e~~RTION (effort) without E(energy) around or ‘holding’ TO"
4717,Greek character embracing love and weird sex with us in bubbly style (8),MOUSSEUX,"Definition: bubbly style
MU (Greek character) around or ‘embracing’ O (love) + an anagram of SEX and US (anagrind is ‘weird’)"
4718,"Superhero, without hesitation, represented as Classical figure (7)",ORPHEUS,"Definition: Classical figure
An anagram of SUP~~er~~HERO without ER (hesitation) anagrind is ‘represented’. You need to read represented as re-presented to make it work."
4719,Grain is hot in description of Riviera (7),CORNISH,"Definition: description of Riviera
CORN (grain) IS H (hot)"
4720,Second vehicle carrying one German mathematician (6),MOBIUS,"Definition: German mathematician
MO (second) BUS (vehicle) around or ‘carrying’ I (one)"
4721,Victorian painter’s power (5),WATTS,"Double definition. The National Portrait Gallery describe the painter, as a “Victorian Michelangelo”"
4722,Historic stringed instrument: some forgery likely to turn up (4),LYRE,"Definition: Historic stringed instrument
Hidden (‘some’) and reversed or ‘turning up’ within ‘forgERY Likely’"
4723,"Loaded on shelf, no Time Out (6)",SACKED,"Definition: Out
S~~t~~ACKED (loaded on shelf) with no ‘t’ (time)"
4724,Nice getting heated by this (8),SCIROCCO,"Definition: this
Cryptic definition – the SCIROCCO is a warm wind originating over North Africa and blowing across the Mediterranean, ‘heating’ Nice (and the rest of the French Riviera) – also one of the 23/30"
4725,Knut’s to act as go-between without delay (9),IMMEDIATE,"Definition: without delay
I’M (Knut is) MEDIATE (to act as a go-between)"
4726,Crikey! Harry’s left town (5),CORBY,"Definition: town
COR B~~lime~~Y (crikey!) with ‘Lime’ (Harry Lime of ‘The Third Man’ fame) omitted or ‘left’"
4727,"Drawn, exhausted, disheartened (4)",TIED,"Definition: Drawn
TI~~r~~ED (exhausted) without the middle letter or ‘disheartened’"
4728,"Volatile power company’s ticker quote (5,5)",STOCK PRICE,"Definition: quote
An anagram of P (power) CO’S (company’s) and TICKER – anagrind is ‘volatile’"
4729,It’s a fraud to insure one of 23’s 30 (5-2),COVER-UP,"Definition: It’s a fraud
We’re not too sure about the parsing here, but we think it must relate to the possibility that following the recent scandal, it may well be more expensive to insure a 23, so the COVER may go UP. *Thanks to for the explanation. There are actually 6 different models of Up! cars. *"
4730,"I get stuck into Leeds, playing dirty stuff! (6)",DIESEL,"Definition: dirty stuff
I ‘stuck’ in an anagram of LEEDS – anagrind is ‘playing’"
4731,"American conscript recorded 22, batting first (6)",INDUCT,"Definition: American conscript
DUCT – sounds like (‘recorded’) DUCKED (evaded – 22d) with IN (batting) first"
4732,"Townshend touring Panama could be a bugbear (3,4)",PET HATE,"Definition: bugbear
PETE (Townshend – of the Who – one of our favourite bands) round or ‘touring’ HAT (panama, could be)"
4733,"With a single ring, Gok Wan loves cooking big fish in hot water (10)",VOLKSWAGEN,"Definition: big fish in hot water
An anagram of GOK WAN L~~o~~VES with one of the Os omitted, or ‘with a single ring’ – anagrind is ‘cooking’"
4734,Liechtenstein defensive error turned the game (4),GOLF,"Definition: game
FL (Leichtenstein) OG (own goal – ‘defensive error’) all reversed or ‘turned’ – another one of the 23/30"
4735,Carmaker’s deceitful trick (5),DODGE,"Definition: deceitful trick
Double definition – We wondered whether the carmaker was associated in some way with 23 so had a quick search and came up with link."
4736,Firm body! (9),CORPORATE,Double definition
4737,"The Regiment, outwardly tired, suffering a terrible loss (8)",DISASTER,"Definition: a terrible loss
SAS (apparently ‘The Regiment’ is a video game based on the SAS) in an anagram of TIRED – anagrind is ‘suffering’"
4738,"They display fashion, large and small (6)",MODELS,"Definition: They display
MODE (fashion) L (large) S (small)"
4739,"Pole kicks off, netting first (3,5)",SKI STICK,"Definition: Pole
An anagram of KICKS – anagrind is ‘off’ round or ‘netting’ IST (first)"
4740,"A vehicle to accommodate theatrical Queen with lead role (6,3)",CAMPER VAN,"Definition: A vehicle to accommodate
CAMP (theatrical) ER (queen) VAN (with lead role)"
4741,Nelson’s whirlpool? (4),EDDY,"Double definition – ‘Nelson’ referring to Nelson Eddy, the 1930s / 40s singer and actor"
4742,1% is collected – they get it (10),RECIPIENTS,"Definition: they get it
An anagram of I PER CENT (1%) and IS – anagrind is ‘collected’"
4743,"Homer, an American soldier, is a member of the Royal Household (5)",CORGI,"Definition: a member of the Royal Household
COR (Homer – apparently a Hebrew measure equal to 10 ephahs or baths) GI (American soldier)"
4744,on the periodic table (6),OXYGEN,"Definition: on the periodic table
OXYGEN is no. 8 in the Periodic table. The clue number is needed to make sense of this one."
4745,"Working girl out of bed for pimp (4,2)",TART UP,"Definition: pimp
TART (working girl) UP (out of bed)"
4746,Fine US traders for manipulation – they’re breaking the law (10),FRAUDSTERS,"Definition: they’re breaking the law 
F (fine) + an anagram of US TRADERS – anagrind is ‘for manipulation’"
4747,"To build up English/American workforce, add mischievous Greek (9)",ELABORATE,"Definition: To build up
E (English) LABOR (workforce as spelt in USA) ATE (Greek goddess of mischief)"
4748,Altruistic Santa’s beginning without any help (8),SELFLESS,"Definition: Altruistic
S (first letter or ‘beginning’ of Santa) + ELFLESS (how Santa would be without his helpers)"
4749,A slice of meat ranch exported (7),TRANCHE,"Definition: A slice
Hidden in, or ‘a slice of’ meaT RANCH Exported"
4750,Author of The Raven – test some of his other work (6),POETRY,"Definition: some of his other work
POE (Edgar Allen Poe, author of ‘The Raven’) TRY (test)"
4751,"PM rounds on former Labour leader, having performed a 27 (6)",EVADED,"Definition: having performed a 27
DAVE (David Cameron – PM) reversed or ‘rounded’ on ED (Miliband – former Labour leader)"
4752,"Rich veins, potentially many of them I gather (5)",LODES,"Definition: Rich veins
Sounds like (‘I gather’) LOADS (many of them)"
4753,Its players need to be up for it! (4),POLO,"Cryptic definition – POLO players are ‘up’, or on horseback – the third of the 23/30"
4754,Carefully select worker having ground-breaking equipment (4-4),HAND-PICK,"Definition: Carefully select
HAND (worker) PICK (ground-breaking equipment)"
4755,"After retiring in office, yours truly worked for a short time (6)",TEMPED,"Definition: worked for a short time
ME (yours truly) in DEPT(office) all reversed or ‘retiring’"
4756,"After tea, new storm (7)",TYPHOON,"Definition: storm
TYPHOO (tea) N (new)"
4757,Sons will tuck into venison and finish off suet pudding (7),DESSERT,"Definition: pudding
SS (sons) inside or ‘tucking into’ DEER (venison) T (last letter or ‘finish’ of sueT)"
4758,Be desperate for cocaine before party (5),CRAVE,"Definition: Be desperate for
C (cocaine) RAVE (party)"
4759,"Actor, right old one, appearing in function briefly (9)",TRAGEDIAN,"Definition: Actor
R (right) AGED (old) I (one) inside TAN (function, as in tangent abbreviated or ‘briefly’)"
4760,Surprisingly Internet meant fun (13),ENTERTAINMENT,"Definition: fun
An anagram of INTERNET MEANT (anagrind is ‘surprisingly’)"
4761,"Where clock’s numbers can be seen, apparently (2,3,4,2,2)",ON THE FACE OF IT,"Definition: apparently 
A cryptic definition. *Thanks for the comments – ‘apparently’ is now underlined but we’re still not sure whether we would count the clue as a ‘double definition’. *"
4762,Fellow in lane that endlessly winds (9),NATHANIEL,"Definition: Fellow
An anagram of IN LANE THA~~t~~ (without last letter or ‘endlessly’) anagrind is ‘winds’"
4763,Number three? Wrong (5),ETHER,"Definition: Number
An anagram of THREE (anagrind is ‘wrong’)"
4764,"Loud disturbance right at start of sale, after article’s disposed of (7)",RUCTION,"Definition: Loud disturbance
R (right)~~ a~~UCTION (sale) without A or ‘article’s disposed of’"
