,Clue,Answer,Explanation
14129,Need to forbid hugging before Dutch right winger gets covered in bruises (5-3-4),BLACK-AND-BLUE,"Definition: covered in bruises
LACK (need) inside (with…hugging) BAN (forbid) then D (Dutch) BLUE (right-winger, in UK politics)"
14130,Gold head of Nabokov removed from novelist’s grave (7),AUSTERE,"Definition: grave
AU (Au, gold) then STERnE (Laurence Sterne, Novelist) missing Nabokov (first letter, head of)"
14131,Article about Cameron withdrawn by New Statesman (7),NEVADAN,"Definition: Statesman
AN (indefinite article) contains (about) DAVE (David Cameron, former PM) all reversed (withdrawn) then N (new)"
14132,"Reckon on endless sheep appearing after a short time (3,2)",TOT UP,"Definition: Reckon
On (endless, no last letter) TUP (sheep) following T (time, shortened)"
14133,Set against foreign volunteers returning to Spain (8),ALIENATE,"Definition: Set against
ALIEN (foreign) TA (Territorial Army, volunteers) reversed (returning) then E (Espana, Spain)"
14134,Soap once made with religious symbol on Greek island they say (10),CROSSROADS,"Definition: Soap once
CROSS (religious symbol) on RAODS sounds like (they say) “Rhodes” (Greek island) – a soap opera once on UK TV"
14135,Observe with a sly look back (4),KEEP,"Definition: Observe
PEEK (sly look) reversed (back)"
14136,Severely criticise after section’s deleted near the end (4),LATE,"Definition: near the end
sLATE (severely criticise) missing S (section)"
14137,"Devise it ultimately to stop celebrity getting upset by malicious critic (7,3)",HATCHET MAN,"Definition: malicious critic
HATCH (devise) then iT (ultimately, last letter) inside (to stop, like a cork) NAME (celebrity) reversed (getting upset)"
14138,Rebel Frenchman for example brought back without notice (8),RENEGADE,"Definition: Rebel
RENE (a Frenchman) EG (for example) reversed (brought back) contains (without, outside) AD (advertisement, notice)"
14139,Determined after having gained from an unexpected outcome (5),UPSET,"Definition: an unexpected outcome
SET (determined) follows UP (having gained)"
14140,Term of imprisonment for unfortunate person overheard on street (7),STRETCH,"Definition: Term of imprisonment
RETCH sounds like (overheard) “wretch” (unfortunate person) following (on) ST (street)"
14141,Provisional offering from Pinter impressed (7),INTERIM,"Definition: Provisional
found inside (offering from) pINTER IMpressed"
14142,"Spelt out in some detail by Gable and Flynn perhaps (7,5)",MATINEE IDOLS,"Definition: Gable and Flynn perhaps
anagram (spelled out) of IN SOME DETAIL"
14143,Country hotels changing Ohio (7),LESOTHO,"Definition: Country
anagram (changing) of HOTELS then O (Ohio)"
14144,Most inferior copy discovered in box (8),CHEAPEST,"Definition: Most inferior
APE (copy) in CHEST (box)"
14145,Prove to be true when party’s leader falls (4),AVER,"Definition: Prove to be true
RAVE (party) with leading letter falling to the end of the word – I don’t get why aver is “prove to be true”, averring something doesn’t prove it to be true. Perhaps I am missing something."
14146,"Screen favourite cut over playing lad almost nude (6,4)",DONALD DUCK,"Definition: Screen favourite
DOCK (cut) contains (over) anagram (playing) of LAD NUDe (almost)"
14147,General keeping odd characters in view from riverside embankment (5),LEVEE,"Definition: riverside embankment
LEE (General Lee) contains every other letter (odd characters in) of ViEw"
14148,Aim to gamble in contest’s final stage (7),ENDGAME,"Definition: contest’s final stage
END (aim) GAME (to gamble)"
14149,Give details of spiritual care abroad (13),PARTICULARISE,"Definition: Give details of
anagram (abroad) of SPIRITUAL CARE"
14150,"Formerly working out with niece Pam after injury (4,4,1,4)",ONCE UPON A TIME,"Definition: Formerly
ON (working) then anagram (after injury) of OUT with NIECE PAM"
14151,"As a consequence putting on nothing for women? Only occasionally (3,3,4)",NOW AND THEN,"Definition: Only occasionally
AND THEN (as a consequence) follows (putting on) NO W (nothing for women)"
14152,Study reportedly covering only Thailand proved to be incorrect (8),REBUTTED,"Definition:  proved to be incorrect
REED sounds like (reportedly) “read” (study) contains (covering) BUT (only) T (Thailand)"
14153,Paddy‘s social worker received by the president? Not quite (7),TANTRUM,"Definition: Paddy
ANT (social worker) inside (received by) TRUMp (the president, not quite)"
14154,Wind the French right up with marches in Strasbourg initially (7),MISTRAL,"Definition: Wind
LA (the, French) RT (right) reversed (up) following (with) first letters (initially) of Marches In Strasbourg"
14155,"To criticise is mean (3,2)",GET AT,"Definition: To criticise
double definition"
14156,Often oddly neglected around fashionable Nice (4),FINE,"Definition: Nice
every other letter (oddly neglected) of oFtEn contains (around) IN (fashionable) – ignore the capitalisation in the definition"
14157,One questions popular Parisian who organised riots (10),INQUISITOR,"Definition: One questions
IN (popular) QUI (who, in French) then anagram (organised) of RIOTS"
14158,Dull-brown bones seaman found (4),DRAB,"Definition: Dull-brown
DR (doctor, nickname of Bones) with AB (seaman) – “found” links DR and AB, they have found each other, they have met"
14159,Labour adherent assigned place in auditorium (10),CHILDBIRTH,"Definition: Labour
CHILD (adherent) with BIRTH sounds like (in auditorium) “berth” (place)"
14160,Your aunt regularly distributed money abroad (4),YUAN,"Definition: money abroad
every other letter (regularly distributed) of YoUrAuNt"
14161,"Political head cut short, having broadcast for a long period (12)",PALAEOLITHIC,"Definition: a long period
anagram (having broadcast) of PILITICAL HEAd (cut short)"
14162,"It’s a piece of cake taking over troubled firm’s large N. American plant? (6,3)",BALSAM FIR,"Definition: large N. American plant
A SLAB (piece of cake) reversed (taking over?) anagram (troubled) FIRM – this explanation doesn’t feel quite right to me"
14163,Shortly intending to log on? Name only partly needed (5),GONNA,"Definition: Shortly intending to
found inside (only partly need) loG ON NAme"
14164,Dance beat ending with vigour (5),TANGO,"Definition: Dance
TAN (beat) then (ending with, followed by) GO (vigour)"
14165,"Placed on top of float, head shaven, telling stories (9)",OVERLYING,"Definition: Placed on top of
hOVER (float) missing first letter (head shaven) then LYING (telling stories)"
14166,"Pop group in ancient city absorbing movement of Bach extremely openly (3,5,4)",THE BEACH BOYS,"Definition: Pop group
THEBES (ancient city) contains (absorbing) anagram (moving) of BACH and OpenlY (extremes of)"
14167,Press club (4),IRON,"Definition: Press
double definition"
14168,"Cooler island attracts important group of stars (5,5)",CANIS MAJOR,"Definition: group of stars
CAN (cooler, prison) IS (island) with MAJOR (important)"
14169,Indifferent appeal by Yorkshire’s number two (2-2),SO-SO,"Definition: Indifferent
SOS (an appeal, for help) then yOrkshire (number two, second letter of)"
14170,Weird slogan by US feller using old language (5-5),ANGLO-SAXON,"Definition: old language
anagram (weird) of SLOGAN then AX (axe in US, a feller) and ON (using)"
14171,"Long throw, releasing power (4)",ITCH,"Definition: Long
pITCH (throw) missing P (power)"
14172,"Grill midsection of squid, an unspecified amount (4)",QUIZ,"Definition: Grill
sQUId (midsection of) then Z (an unspecified amount, in a formula)"
14173,"Legendary adventurer one’s seen supporting state leader in jeopardy (7,5)",INDIANA JONES,"Definition: Legendary adventurer
ONE’S follows (seen supporting, in a down-light) INDIANNA (state) and Jeopardy (leading letter of)"
14174,International business associated with a part of Spain (5),IBIZA,"Definition: a part of Spain
I (international) BIZ (business) A (associated)"
14175,"Obtain goods from external supplier, determined course will change (9)",OUTSOURCE,"Definition: Obtain goods from external supplier
OUT (determined) then anagram (will change) of COURSE"
14176,"Living austerely in reduced French house with uncut grass (8,2)",ROUGHING IT,"Definition: Living austerely
IN then GITe (French house, reduced) follows (with) ROUGH (uncut grass, on a golf course)"
14177,"Financial expense causing row and domestic upset, say (4,6)",BANK CHARGE,"Definition: Financial expense
BANK (row, a bank of switches for example) and CHAR (domestic) EG (say) reversed (upset)"
14178,"Cambridge college master probing easily unsettled novelist (8,4)",KINGSLEY AMIS,"Definition: novelist
KINGS (Cambridge college) then M (master) inside (probing) anagram (unsettled) of EASILY"
14179,"New strobe, right away, reportedly deceives medical department (10)",OBSTETRICS,"Definition: medical department
anagram (new) of STrOBE missing R (right) then TRICS sounds like (reportedly) TRICS (deceives)"
14180,Malicious sons acquire suspect euros (10),SLANDEROUS,"Definition: Malicious
S (sons) LAND (acquire) then anagram (suspect) of EUROS"
14181,"Fellow rings daughter to secure hierarchy (4,5)",FOOD CHAIN,"Definition: hierarchy
F (fellow) O O (two rings) D (daughter) then CHAIN (secure)"
14182,Small stream with bass and other fish (5),BRILL,"Definition: other fish
RILL (a small stream) follows B (bass)"
14183,A sailor’s discussing ancient hero (4),AJAX,"Definition: ancient hero
A then sounds like (discussing) “jack’s” (sailor’s)"
14184,Yank taking out Chinese bird (4),WREN,"Definition: bird
WRENch (yank) missing (taking out) CH (Chinese)"
14185,"Receiving frantic SOS near chemist, one dishes out orders (10)",BOSSYBOOTS,"Definition: one dishes out orders
BY (near) BOOTS (chemist) contains (receiving…) anagram (frantic) of SOS. Personally I’m not very keen on these back-to-front containment expressions but I realise they are a well established tradition."
14186,Numskull in Scotland local stir turned a lower animal (5),EEJIT,"Definition: Numskull in Scotland
JEE (stir, prostitute, local to Scotland) reversed (turned) then IT (a lower animal)"
14187,Cap: gypsy’s going round in one (6),AMORCE,"Definition: Cap
ROM (gypsy) reversed (going round) inside ACE (one) – a percussion cap"
14188,"Pale little fellow: one announces a special need (6, 2 words)",WANT AD,"Definition: one announces a special need
WAN (pale) TAD (little fellow) – an announcement in the small-ads"
14189,The misguided err with money to give fresh cover? (6),REROOF,"Definition: to give fresh cover
(anagram) of ERR (misguided) with OOF (money) – “The” at the front of this clue seems to do nothing except bolster the surface reading, unusual for Azed"
14190,Tan enveloping woman’s white vesicle in the exoderm (7),SUDAMEN,"Definition: white vesicle in the exoderm
SUN (tan) contains DAME (woman)"
14191,Writer’s trollop caught in foul den (4),PICT,"Definition: Writer’s trollop
C (caught) in PIT (foul den) – the writer is Steele"
14192,Concert: I refer to one receiving word (8),PROMISEE,"Definition: one receiving word
PROM (concert) I SEE (refer to)"
14193,Imported horses run in principality (6),WALERS,"Definition: Imported horses
R (run) in WALES (principality)"
14194,Disinfectant that’s no help in fracture (6),PHENOL,"Definition: Disinfectant
anagram (in fracture) of NO HELP"
14195,"Vision aid? One not required by eagles, say, silly (8)",EYEGLASS,"Definition: Vision aid
anagram (silly) of EAGLES SaY missing A (one)"
14196,What has branches round Italy? Fundamentalist church (4),ELIM,"Definition: Fundamentalist church
ELM (what has branches) containing (around) Italy"
14197,Large chest in Church containing reverse of new bones (7),CASSONE,"Definition: Large chest
CE (Church, of England) contains N (new) OSSA (bones) reversed"
14198,"Ancient deity dispersing harm, invested with indefinable quality (6)",MITHRA,"Definition: Ancient deity
anagram (dispersing) of HARM contains (invested with) IT (indefinable quality)"
14199,Plenty to do? One involved no longer washing (6),LOTION,"Definition: no longer washing
LOT ON (plenty to do) contains (with…involved) I (one)"
14200,What’s coming? Hail and rain from the east avoiding area (6),AVENIR,"Definition: What’s coming
AVE (hail) then RaIN reversed (from the East, right-to-left on a map) missing A (area)"
14201,Angler’s quarry to advertise round river (5),TROUT,"Definition: Angler’s quarry
TOUT (to advertise) containing (round) R (river)"
14202,Action men are dead unfortunate once beset by sclerosis (10),DARE-DEVILS,"Definition: Action men
ARE D (dead) EVIL (unfortunate, once=archaic) inside (beset by) DS (disseminated sclerosis)"
14203,Journalist was pen deployed more than half full-time (12),NEWSPAPERMAN,"Definition: Journalist
anagram (deployed) of WAS PEN then PERMANent (full-time, more than half of)"
14204,Typical of dandy: ‘It’s a mistake imbibing water abroad’ (7),BEAUISH,"Definition: Typical of dandy
BISH (a mistake) containing EAU (water in French)"
14205,Antelope brooded about it with another one coming up (9),SITATUNGA,"Definition: Antelope
SAT (brooded) contains (about) IT then A GNU (another antelope) reversed (coming up)"
14206,Unknown song went out of use (4),YODE,"Definition: went out of use
Y (an unknown) and ODE (song) – out of use indicates obsolete"
14207,"Hooter messily blown – one runs inside (7, 2 words)",BARN OWL,"Definition: Hooter
anagram (messily) of BLOWN contains (with…inside) A (one) R (runs). For the record barn owls don’t actually hoot, they screech or scream."
14208,"Measure of grain that’s capital, first to last (4)",OMER,"Definition: Measure of grain
ROME (capital) with first letter to the end"
14209,"Appropriate climbing haunt, round heart of Hindu Kush (7)",TROUSER,"Definition: Appropriate
RESORT (haunt) reversed (climbing) containing hindU kush (heart, middle letter of)"
14210,Cornish tea’s wasted – I trash this maybe (5),SCONE,"Definition: Cornish tea’s wasted – I trash this maybe
an anagram (wasted) of CORNISH TEA’S is I TRASH SCONE (this) – a scone is one of the things that might (maybe) go in the trash if a Cornish tea goes to waste"
14211,New students among rest breaking for a drink? (12),REFRESHMENTS,"Definition: a drink
FRESHMEN (new students) inside (among) anagram (breaking) of REST. I pondered for a while over the singular/plural mismatch, I’m still not convinced."
14212,Packs round middle of match supported by sound boosters (5),TAMPS,"Definition: Packs round
maTch (middle letter of) on top of (supported by) AMPS (sound boosters)"
14213,Conductor left waistcoat in pawn (9),SILVESTRI,"Definition: Conductor
L (left) VEST (waistcoat) inside SIRI (pawn, the Betel) – ~~Alan Silvestri, composer of film music~~ *Constantin Silvestri, Romanian conductor*"
14214,"Nourishing drink – complaint over it being reduced with flowing water (7, 2 words)",BEEF TEA,"Definition: Nourishing drink
BEEF (complaint) then ‘T (it, being reduced) with EA (flowing water, in a ditch)"
14215,Notice youngster pinching vehicle after parking (7),PLACARD,"Definition: Notice
LAD (youngster) contains (pinching) CAR (vehicle) all following P (parking)"
14216,"Peeled fruit almost useless, decayed (7)",RUINOUS,"Definition: decayed
fRUIt (peeled)then NO USe (useless, almost)"
14217,Aide briefly admitting love for old dupe (5),ASSOT,"Definition: old dupe
ASST (assistant, briefly=abbreviation) contains (admitting) O (love)"
14218,"Rent, formerly restrained, going up – one against being trapped (5)",YRIVD,"Definition: Rent, formerly
DRY (restrained) reversed (going up) contains (…being trapped) I (one) V (versus, against)"
14219,Cheese fly flies off in no time (4),BRIE,"Definition: Cheese
BRIEfly (in no time) missing (…flies off) FLY"
14220,Dancer not dancing after removal of CD (4),ALME,"Definition: Dancer
cALMEd (not dancing) missing CD"
14221,PM admitted “I had worries to start with” (6),MIDWAY,"MAY (Theresa May, the PM) contains (admitted) I’D and Worries (first letter, to start with)"
14222,Represented later in court (8),WATERLOO,anagram (represented) of LATER in WOO (court)
14223,Young girl with friends across the channel (7),SALAMIS,"SAL (young girl, name of) and AMIS (friends, in French)"
14224,Distracted auctioneer dropped EEC letters (7),TOURNAI,anagram (distracted) of AUcTIONeeR missing EEC
14225,Some exceptional majority (4),ALMA,found inside exceptionAL MAjority
14226,"Flower’s withered petal (5,5)",RIVER PLATE,RIVER (something that flows) then anagram (withered) of PETAL
14227,Ice-skating manoeuvre gets two points (6),LUTZEN,LUTZ (ice-skating maneouvre) with E and N (two points)
14228,Start of Giselle with Markova (7),GALICIA,"Giselle (first letter, start of) with ALICIA (Alicia Markova, ballerina)"
14229,Having sex in one’s mind? (7),BRITAIN,IT (sex) in BRAIN (one’s mind)
14230,Some clever dunce! (6),VERDUN,found inside cleVER DUnce
14231,The south wind settled on top of the Zugspitze (10),AUSTERLITZ,AUSTER (the south wind) LIT (settled) then the first letters (top) of The Zugspitze
14232,Returning from Dover-Calais (4),ACRE,found reversed (returning) in dovER CAlais
14233,"It’s all right, getting somehow reduced (7)",OKINAWA,"OK (all right) with IN A WAy (somehow, reduced)"
14234,"Young lad in a state, stomach turning (3,4)",IWO JIMA,"JIM (young lad, name) in IOWA (state) with middle letters reversed (stomach turning)"
14235,Confused minds leaving Middle English review (8),EDGEHILL,anagram (review) of midDLE EnGLIsH missing MINDS (confused in that the letters are not removed in order)
14236,Church accepts old money (6),CANNAE,CE (Church of England) contains ANNA (old money)
14237,Abuses young lady admitting summons (8),MISCALLS,"Definition: Abuses
MISS (young lady) contains (admitting) CALL (summons)"
14238,Computing tag or “stag” round boundary (9),DELIMITER,"Definition: Computing tag
DEER (stag) contains (round) LIMIT (boundary)"
14239,"Opening arts review, meet your host (4)",ARMY,"Definition: hos
first letters (opening) of Arts Review Meet Your"
14240,"Where to order beer in the Inns of Court (2,3,3)",AT THE BAR,"Definition: Where to order beer
double definition"
14241,Balances supplies around French river (10),EQUIPOISES,"Definition: Balances
EQUIPS (supplies) containing (around) OISE (French river)"
14242,This girl could be another (5), LINDA,"L (ell) in DA might give you DELLA, another girl’s name. I’m not 100% convinced about this."
14243,Love is the making of fruit (6),OLIVES,"Definition: fruit
anagram (the making) of LOVE IS"
14244,"Jelly,with a bit of avocado and most of the nutmeg, say (5)",ASPIC,"Definition: Jelly
Avocado (first letter, a bit of) and SPICe (the nutmeg say, most of)"
14245,"Hives affecting the antlers (6,4)",NETTLE RASH,"Definition: Hives
anagram (affecting) of THE ANTLERS"
14246,Drawing in preliminary scene (9),INDUCTION,"Definition: Drawing
double definition"
14247,Where work is a grind lining borough (8), MILLWALL,MILL (where work is grinding) then WALL (lining)
14248,Not yet old enough performing nude at lively party (8),UNDERAGE,"Definition: Not yet old enough
anagram (performing) of NUDE with (at) RAGE (lively party)"
14249,Mother by herself is Molly from Dublin (6),MALONE,"Definition: Molly from Dublin
MA (mother) ALONE (by herself) – Sweet Molly Malone, from popular song"
14250,Take off football outfit (5),STRIP,"Definition: Take of
double definition"
14251,The big band sound that’s in the playground (5),SWING,"Definition: The big band sound
double definition"
14252,Apparently single item of clothing – a Roman one (4),TOGA,"Definition: Roman one
TOG (apparently single item of clothing, usually togs) then A – a Roman item of clothing"
14253,Some require no uncertainty to recant (8),RENOUNCE,"Definition: to recant
found inside (some of) requiRE NO UNCErtainty"
14254,US agent possibly backing down before getting gobbled (6),WOLFED,"Definition: gobbled
FED (US agent possibly) followed by (with…before) LOW (down) reversed (backing)"
14255,"Make sad actors have to restrain director (4,4)",CAST DOWN,"Definition: Make sad
CAST (sad) OWN (have) contains (to restrict) D (director)"
14256,"City about to block street, leaving no space between 3 and 12 (6)",SECRET,"Definition: leaving no space between 3 and 12
EC (City of London, from postcode) RE (regarding, about) inside (to block) ST (street) – the definition is UNDERCOVER, solutions to 3 and 12 with no space between them"
14257,Those 3 conclude 10 ruffians cleared out (9),INFERIORS,"Definition: Those 3
INFER (conclude) IO (10) then RuffianS (cleared out, no middle letters)"
14258,Insect – one no good on the wing (6),FLYING,"Definition: on the wing
FLY (insect) I (one) NG (no good)"
14259,"Eminence, yes, includes rubbish (7)",STATURE,"Definition: Eminence
SURE (yes) contains TAT (rubbish)"
14260,Writes series about poet (7),SPENSER,"Definition: poet
PENS (writes) inside (with…about) SR (series)"
14261,Fat one voicing objections? (6),BUTTER,"Definition: Fat
definition/cryptic definition"
14262,I wondered about 12 (9),EIDERDOWN,"Definition: 12
anagram (about) of I WONDERED"
14263,Right to stop fossil fuel being pink (5),CORAL,"Definition: pink
R (right) inside (to stop, like a cork) COAL (fuel)"
14264,Measuring using weak glue (6),SIZING,"Definition: Measuring
double definition"
14265,3 chewed up and swallowed by pallid bird (8),WATERHEN,"Definition: bird
anagram (chewed up) of THREE (3) inside (swallowed by) WAN (pallid)"
14266,Issue 10 is about poetry (6),SONNET,"Definition: poetry
SON (issue) TEN (10) reversed (is about)"
14267,"Lied about being in outbuilding, having protective 12 (8)",SHIELDED,"Definition: having protective 12
anagram (about) of LIED inside SHED (outbuilding)"
14268,Reporters often cultivated old Chinese opposition leaders in extravagant style (6),ROCOCO,"Definition: in extravagant style
leading letters of Reporters Often Cultivated Old Chinese Opposition"
14269,Remains against Jill ditching Jack in north-eastern city (9),NASHVILLE,"Definition: city
ASH (remains) V (against) jILL (missing J, jack) in NE (north-eastern)"
14270,Foreign articles about more than description of spy (10),UNDERCOVER,"Definition: description of spy
UN DER (a and the, articles in French and German) C (circa, about) OVER (more than)"
14271,12 for engine to frighten fish (7),COWLING,"Definition: 12 for engine
COW (frighten) LING (fish)"
14272,Make mountain of molehill and rate 12 badly (9),OVERREACT,"Definition: Make mountain of molehill
anagram (badly) of RATE and COVER"
14273,German caught in ruined 20 to give up (5),FORGO,"Definition: to give up
G (German) inside (caught in) anagram (ruined) of ROOF"
14274,Hated criterion being included in Act (8),DETESTED,"Definition: Hated
TEST (criterion) inside DEED (act)"
14275,14 saucers have following over in America (4),UFOS,"Definition: 14 saucers
F (following) O (over) in US (America)"
14276,"Nurse, can I somehow get 12? (9)",INSURANCE,"Definition: 12
anagram (somehow) of NURSE CAN I"
14277,Dug up the 3a when ordered (9),UNEARTHED,"Definition: Dug up
anagram (when ordered) of THE with UNDER (3 down) and A (a)"
14278,Evaluates fools repeating final 3 (8),ASSESSES,"Definition: Evaluates
ASSES (fools) with SES (final three letters) repeated"
14279,Run out of 12 (4),ROOF,"Definition: 12
RO (run out) then OF"
14280,3 city hosts space base (7),BENEATH,"Definition: 3
BATH (city) contains (hosts) EN (space, in printing) and E (base, of the natural logarithm)"
14281,Duplicated number between 150 and 500 (6),CLONED,"Definition: Duplicated
ONE (a number) inside (seen between) CL and D (150 and 500 in Roman numerals)"
14282,12 sleep before noon (5),DOZEN,"Definition: 12
DOZE (sleep) before N (noon)"
14283,Island seen in 10 23 (5),CRETE,"Definition: Island
found inside seCRET Eiderdown"
14284,"Encapsulating the ultimate in pomposity, standard rubbish from the right — here, primarily? (9)",TORYGRAPH,"Definition: Encapsulating the ultimate in pomposity, standard rubbish from the right — here, primarily
pompositY (the ultimate letter of) inside (encapsulating…is…) PAR (standard) GROT (rubbish) reversed (from the right) then Here (primarily, first letter of) – for foreign solvers The Guardian and The Daily Telegraph (aka The Torygraph) represent views at opposite ends of the political spectrum"
14285,Too much in flash slogan (5),MOTTO,"Definition: slogan
OTT (too much) inside MO (moment, flash)"
14286,Most keen to put a copper on trial (7),ACUTEST,"Definition: Most keen
A CU (coper) on TEST (trial)"
14287,Honest sight is 14 20 (7),ANAGRAM,"Definition: Honest sight is 14 20
HONEST SIGHT is one (an anagram) of THOSE THINGS – nice!"
14288,"Choice from over there? It can’t be helped (3,2,5,6)",ONE OF THOSE THINGS,"Definition: It can’t be helped
definition/cryptic definition"
14289,Dull and grey outside in a storm (7),TEDIOUS,"Definition: Dull and grey
anagram (in a storm) of OUTSIDE"
14290,Cut uniform with cap (4-3),FLAT-TOP,"Definition: Cut 
FLAT (uniform) with TOP (cap) – a haircut*
 *"
14291,"Missing starter, brush up on very meaty dish (6,4)",OXTAILSOUP,"Definition: meaty dish
fOX TAIL (brush, missing starting letter) then UP following (on) SO (very)"
14292,"Salmon, royal survivor of the sixteenth century? (4)",PARR,"Definition: Salmon
Catherine Parr survived being married to Henry VIII in the sixteenth century"
14293,Religious festival a jot warmer (7),WHITSUN,"Definition: Religious festival
WHIT (a jot) and SUN (something that warms)"
14294,"Reportedly return as Jeremiah, perhaps? (7)",PROPHET,"Definition: Jeremiah, perhaps
sounds like (reportedly) “profit” (return)"
14295,Endless trouble recalled about a relative of hip hop (5),RAGGA,"Definition: relative of hip hop
AGGRo (trouble, endless) reversed (recalled) containing A"
14296,"For example, Georgian monarch welcoming a novelist from Ireland (9)",EASTERNER,"Definition: For example, Georgian
ER (monarch) contains (welcoming) A STERNE (Laurence Sterne, novelist from Ireland) – someone from Georgia in Eastern Europe? Georgia in Eastern USA?"
14297,Open lock possibly underhand? (15),STRAIGHTFORWARD,"Definition: Open
FORWARD (lock possibly, in rugby) under STRAIGHT (hand, in Poker)"
14298,A place for learning in class cut — for our misspelling? (8),GRAUNIAD,"Definition: our misspelling
A UNI (place for learning) in GRADe (class, cut) – The Guardian is well known for misprints, hence it gets called The Grauniad"
14299,Match a shade short (5),AGREE,"Definition: Match
A GREEn (shade, short)"
14300,Battle wound acquires bandages (8),HASTINGS,"Definition: Battle
STING (wound) inside (that…bandages) HAS (acquires)"
14301,"Bargain, 50% off price to get hold of jalopy (6)",CHEAPO,"Definition: Bargain
COst (price, 50% of) contains HEAP (jalopy)"
14302,Just one militant maintaining lead in primaries (9),IMPARTIAL,"Definition: Just
I (one) MARTIAL (militant) contains (maintaining) Primaries (leading letter of)"
14303,Time to plug in dry old music player (6),STEREO,"Definition: music 
T (time) inside (to plug into) SERE (dry) then O (old)"
14304,"Standard inside edges in Melbourne getting team out, error unfortunately inspiring paceman initially (4,11)",ROOM TEMPERATURE,"Definition: Standard inside
anagram (unfortunately) of MelbournE (edges of) with TEAM OUT ERROR containing (inspiring) Paceman (initial letter of)"
14305,"West possibly observing struggle in Balkan city (5,4)",MOVIE STAR,"Definition: West possibly
VIE (struggle) in MOSTAR (Balkan city) – ~~Kayne~~ Mae West possibly"
14306,Shabby swimmer lagging behind (8),FRUMPISH,"Definition: Shabby
FISH (swimmer) contains (lagging) RUMP (behind)"
14307,Edit it and change instruction (8),TEACHING,"Definition: instruction
anagram (edit) of IT and CHANGE"
14308,"A number of numbers written up, three quatrains and a couplet? (6)",SONNET,"Definition: three quatrains and a couplet
TEN NOS (ten numbers, a number of numbers)"
14309,"General practitioner worried about current network (5,4)",POWER GRID,"Definition: current network
anagram (about) of GP (general practitioner) WORRIED"
14310,Head of family‘s ordeal cut short during demonstration (9),MATRIARCH,"Definition: Head of family
TRIAL (ordeal) missing last letter (cut short) inside MARCH (demonstration)"
14311,Far out old hairstyle (4),AFRO,"Definition: hairstyle
anagram (out) of FAR then O (old)"
14312,Doctor behind plan (5),DRAFT,"Definition: plan
DR (doctor) AFT (behind)"
14313,Criticise players getting one wicket (9),CASTIGATE,"Definition: Criticise
CAST (players) with I (one) and GATE (wicket)"
14314,Innocent lass meeting setter during party (7),ANGELIC,"Definition: Innocent
GEL (lass) with I (the setter) inside ANC (a political party)"
14315,Person from the Middle East airs broadcast by priest (7),ISRAELI,"Definition: Person from the Middle East
anagram (broadcast) of AIRS then ELI (priest, in Old Testament)"
14316,"Relative, male, scoring point at the Spanish religious building (7,6)",SISTINE CHAPEL,"Definition: religious building
SIS (relative) CHAP (male) contains (scoring) TINE (point) then EL (the, Spanish)"
14317,"Mobile camera for capturing dessert ingredient? (5,2,6)",CREAM OF TARTAR,"Definition: ingredient
anagram (mobile) of CAMERA FOR contains TART (dessert)"
14318,Top Swedish diner (7),SWEATER,"Definition: Top
SW (Swedish) and EATER (diner)"
14319,Film shown in great exhibition space (7),ACETATE,"Definition: Film
ACE (great) TATE (Tate Gallery, exhibition space)"
14320,False alibi’s bad when editor’s leaving special field of interest (9),BAILIWICK,"Definition: special field of interest
anagram (false) of ALIBI then WICKed (bad) missing ED (editor)"
14321,Enamel item contains cream (5),ELITE,"Definition: cream
found inside enamEL ITEm"
14322,Cuts edges off carved letter (4),RUNE,"Definition: carved letter
pRUNEs (cuts) missing edges"
14323,"Idiots use mobile, causing public disorder (9)",SEDITIOUS,"Definition: causing public disorder
anagram (mobile) of IDIOTS USE"
14324,A small actress finally admitted to unconventional drama school (8),MADRASSA,"Definition: school
A S (small) actresS (final letter of) inside anagram (unconventional) of DRAMA"
14325,Twickenham’s first comedian embracing northern regional accent (5),TWANG,"Definition: regional accent
Twickenham (first letter of) then WAG (comedian) contains (embracing) N (northern)"
14326,Cognoscenti confused senile litigant (14),INTELLIGENTSIA,"Definition: Cognoscenti
anagram (confused) of SENILE LITIGANT"
14327,Secrecy clearly surrounding a way to combat consumerism? (7),RECYCLE,"Definition: a way to combat consumerism
found inside (surrounded by) secRECY CLEarly"
14328,Drug in dish is heroin (7),HASHISH,"Definition: Drug
HASH (dish, type of food) with IS H (heroin)"
14329,Instrument in standard box turned up broken by leader of orchestra (9),FLAGEOLET,"Definition: Instrument
FLAG (standard) then TELE (television, box) reversed (turned up) contains (broken by) Orchestra (leading letter of)"
14330,Old Scottish monster eschewing top of Scottish garment (6),ONESIE,"Definition: garment
O (old) then NESsIE (Scottish monster) missing Scottish (top, first letter of)"
14331,"Pair help to mix adhesive for operation (3,11)",HIP REPLACEMENT,"Definition: operation
anagram (to mix) of PAIR HELP then CEMENT (adhesive)"
14332,Discharge soldiers in part of platoon (9),SECRETION,"Definition: Discharge
RE (Royal Engineers, soldiers) in SECTION (part of platoon)"
14333,Book given to so-called academic’s parents (8),BREEDERS,"Definition: parents
B (book) with REEDERS sounds like (so-called) “readers” (academics)"
14334,Grain scattered in drained marshes’ borders (7),MARGINS,"Definition: borders
anagram (scattered) of GRAIN in MarsheS (drained, no middle)"
